Date,Open,High,Low,Close,Volume
2005-01-04 10:30,1260.78,1260.782,1238.187,1249.17,272139000.0
2005-01-04 11:30,1248.82,1250.914,1245.634,1250.28,159626400.0
2005-01-04 14:00,1250.61,1250.611,1238.86,1240.11,223247500.0
2005-01-04 15:00,1240.2,1243.376,1240.204,1242.77,216317000.0
2005-01-05 10:30,1240.61,1247.239,1238.521,1238.8,179890700.0
2005-01-05 11:30,1238.82,1258.53,1235.747,1255.86,313570000.0
2005-01-05 14:00,1255.94,1255.938,1245.49,1246.28,177222900.0
2005-01-05 15:00,1246.65,1252.784,1245.95,1251.94,244747900.0
2005-01-06 10:30,1252.73,1252.735,1242.105,1242.13,225230000.0
2005-01-06 11:30,1242.02,1247.122,1241.298,1244.44,162552000.0
2005-01-06 14:00,1244.04,1244.379,1235.284,1237.62,185498600.0
2005-01-06 15:00,1237.61,1239.871,1234.319,1239.43,258471900.0
2005-01-07 10:30,1239.32,1243.031,1235.515,1242.86,204395000.0
2005-01-07 11:30,1242.8,1255.949,1241.721,1249.12,272689600.0
2005-01-07 14:00,1249.41,1249.409,1243.055,1244.76,179438400.0
2005-01-07 15:00,1244.68,1248.36,1237.873,1244.75,275644100.0
2005-01-10 10:30,1243.58,1243.576,1236.221,1238.96,179560200.0
2005-01-10 11:30,1238.83,1246.65,1237.3,1243.29,173457600.0
2005-01-10 14:00,1243.28,1247.688,1241.398,1247.44,148947400.0
2005-01-10 15:00,1247.6,1252.629,1246.647,1252.4,260244800.0
2005-01-11 10:30,1252.71,1260.832,1250.054,1257.38,222507900.0
2005-01-11 11:30,1257.19,1257.562,1252.401,1255.54,173773900.0
2005-01-11 14:00,1255.52,1256.077,1247.838,1250.45,166438800.0
2005-01-11 15:00,1250.56,1257.79,1249.811,1257.46,244421300.0
2005-01-12 10:30,1257.17,1257.17,1251.186,1253.2,159217500.0
2005-01-12 11:30,1253.21,1253.22,1248.132,1248.625,148750300.0
2005-01-12 14:00,1248.51,1251.749,1246.422,1250.07,171974600.0
2005-01-12 15:00,1250.08,1257.095,1249.535,1256.92,234179800.0
2005-01-13 10:30,1255.45,1255.757,1251.016,1254.42,237023100.0
2005-01-13 11:30,1254.41,1258.562,1253.757,1258.56,221666000.0
2005-01-13 14:00,1258.86,1259.487,1253.248,1254.03,222561600.0
2005-01-13 15:00,1254.03,1256.761,1253.963,1256.31,238970100.0
2005-01-14 10:30,1256.0,1268.838,1253.311,1262.87,331958800.0
2005-01-14 11:30,1263.84,1263.861,1257.24,1258.293,194874500.0
2005-01-14 14:00,1258.2,1259.552,1254.338,1256.38,169590200.0
2005-01-14 15:00,1256.44,1256.441,1243.873,1245.62,342143800.0
2005-01-17 10:30,1235.57,1236.381,1223.822,1232.18,268795200.0
2005-01-17 11:30,1232.32,1232.527,1219.211,1219.22,258598300.0
2005-01-17 14:00,1218.22,1222.057,1216.583,1220.22,223452200.0
2005-01-17 15:00,1220.14,1220.221,1214.1,1216.65,302316100.0
2005-01-18 10:30,1216.86,1222.975,1210.836,1216.05,261360700.0
2005-01-18 11:30,1215.95,1215.985,1213.311,1214.65,187717100.0
2005-01-18 14:00,1214.65,1214.841,1208.761,1208.76,203937800.0
2005-01-18 15:00,1208.76,1226.007,1207.052,1225.45,408721200.0
2005-01-19 10:30,1224.65,1224.651,1218.229,1219.77,237829000.0
2005-01-19 11:30,1219.72,1222.579,1215.67,1222.357,193039000.0
2005-01-19 14:00,1222.18,1223.592,1217.981,1221.94,217530100.0
2005-01-19 15:00,1221.84,1221.995,1214.68,1218.11,315793800.0
2005-01-20 10:30,1211.05,1212.361,1204.491,1205.12,268060400.0
2005-01-20 11:30,1205.23,1213.932,1199.167,1210.28,260406000.0
2005-01-20 14:00,1210.29,1210.322,1204.347,1204.41,196271600.0
2005-01-20 15:00,1204.34,1205.076,1199.892,1204.39,348339200.0
2005-01-21 10:30,1201.93,1210.291,1198.675,1202.07,276987000.0
2005-01-21 11:30,1202.0,1202.21,1189.211,1201.63,367695000.0
2005-01-21 14:00,1202.23,1237.774,1202.231,1231.91,596440700.0
2005-01-21 15:00,1232.01,1236.26,1226.663,1234.48,530085900.0
2005-01-24 10:30,1264.5,1265.824,1239.812,1240.63,749948500.0
2005-01-24 11:30,1241.11,1250.536,1241.106,1246.2,348836600.0
2005-01-24 14:00,1246.76,1254.058,1246.437,1250.2,323398800.0
2005-01-24 15:00,1250.21,1255.941,1248.056,1255.78,425208000.0
2005-01-25 10:30,1252.35,1252.354,1240.25,1241.33,362458500.0
2005-01-25 11:30,1241.29,1249.444,1239.226,1248.55,278888600.0
2005-01-25 14:00,1248.73,1249.016,1244.436,1244.44,246338700.0
2005-01-25 15:00,1244.44,1254.599,1242.864,1254.23,330721000.0
2005-01-26 10:30,1252.37,1252.372,1245.641,1248.1,253941900.0
2005-01-26 11:30,1248.15,1254.06,1247.886,1249.56,242639200.0
2005-01-26 14:00,1249.54,1250.195,1244.027,1245.69,213518600.0
2005-01-26 15:00,1245.68,1245.784,1240.183,1241.96,288403500.0
2005-01-27 10:30,1239.58,1241.099,1235.329,1237.21,221158200.0
2005-01-27 11:30,1237.36,1237.705,1230.649,1230.65,237080800.0
2005-01-27 14:00,1229.08,1229.822,1225.304,1229.45,223005500.0
2005-01-27 15:00,1229.71,1231.067,1223.877,1225.89,301079100.0
2005-01-28 10:30,1223.73,1226.244,1220.159,1220.55,185447100.0
2005-01-28 11:30,1220.83,1221.272,1215.35,1215.38,213021500.0
2005-01-28 14:00,1214.74,1218.881,1212.595,1212.87,176519800.0
2005-01-28 15:00,1212.87,1214.732,1208.913,1213.67,274303600.0
2005-01-31 10:30,1210.76,1210.755,1195.349,1202.09,280487900.0
2005-01-31 11:30,1202.15,1207.212,1198.571,1199.13,202552600.0
2005-01-31 14:00,1198.75,1198.851,1191.975,1196.48,204028600.0
2005-01-31 15:00,1196.64,1196.671,1190.277,1191.82,276083200.0
2005-02-01 10:30,1189.5,1201.257,1188.464,1201.0,259003300.0
2005-02-01 11:30,1201.16,1203.032,1197.644,1201.76,220208900.0
2005-02-01 14:00,1201.98,1202.602,1194.039,1194.49,189832000.0
2005-02-01 15:00,1194.45,1194.922,1187.276,1188.93,318971200.0
2005-02-02 10:30,1190.52,1217.476,1190.487,1217.39,372141800.0
2005-02-02 11:30,1217.55,1220.554,1210.695,1217.956,320034600.0
2005-02-02 14:00,1219.0,1232.659,1218.617,1231.58,481982200.0
2005-02-02 15:00,1231.3,1253.025,1230.867,1252.5,859219700.0
2005-02-03 10:30,1253.81,1267.918,1236.179,1267.88,889557700.0
2005-02-03 11:30,1268.0,1269.013,1244.44,1247.753,507002200.0
2005-02-03 14:00,1247.78,1256.166,1243.918,1255.26,303022900.0
2005-02-03 15:00,1255.23,1255.545,1241.262,1242.31,434860000.0
2005-02-04 10:30,1238.61,1243.462,1235.665,1239.71,264197400.0
2005-02-04 11:30,1239.73,1247.312,1239.243,1244.1,237583900.0
2005-02-04 14:00,1245.19,1265.014,1245.083,1264.79,505527900.0
2005-02-04 15:00,1264.62,1273.907,1263.145,1269.0,781553200.0
2005-02-16 10:30,1278.54,1290.582,1270.394,1281.16,518224600.0
2005-02-16 11:30,1281.19,1284.658,1279.583,1284.4,267110500.0
2005-02-16 14:00,1284.62,1291.407,1284.417,1287.13,345579600.0
2005-02-16 15:00,1287.1,1288.034,1276.937,1278.88,400055900.0
2005-02-17 10:30,1280.03,1280.028,1266.094,1273.7,341969100.0
2005-02-17 11:30,1273.7,1273.876,1267.694,1269.198,232349300.0
2005-02-17 14:00,1268.6,1269.039,1263.711,1266.65,235715600.0
2005-02-17 15:00,1266.73,1276.187,1265.685,1276.13,363066700.0
2005-02-18 10:30,1275.66,1278.518,1269.73,1278.17,277069800.0
2005-02-18 11:30,1278.24,1278.624,1271.308,1271.69,217697200.0
2005-02-18 14:00,1271.05,1271.934,1264.723,1266.17,255405900.0
2005-02-18 15:00,1266.12,1266.394,1258.561,1258.97,366707000.0
2005-02-21 10:30,1259.53,1270.066,1259.528,1265.05,296363600.0
2005-02-21 11:30,1264.95,1278.5,1264.306,1278.16,299504700.0
2005-02-21 14:00,1279.2,1283.394,1276.82,1280.6,338314300.0
2005-02-21 15:00,1280.94,1284.859,1278.101,1284.48,386688400.0
2005-02-22 10:30,1285.88,1294.729,1282.786,1293.52,500207500.0
2005-02-22 11:30,1293.79,1295.723,1284.753,1295.723,425323500.0
2005-02-22 14:00,1296.81,1309.211,1296.808,1305.02,704676200.0
2005-02-22 15:00,1304.92,1312.533,1303.401,1309.28,739724200.0
2005-02-23 10:30,1308.92,1309.303,1299.146,1309.16,1319322800.0
2005-02-23 11:30,1309.34,1313.371,1301.72,1301.72,738844800.0
2005-02-23 14:00,1301.46,1306.175,1299.514,1306.11,614258600.0
2005-02-23 15:00,1306.35,1316.564,1305.957,1309.47,1050867000.0
2005-02-24 10:30,1305.34,1307.563,1300.781,1304.69,711108100.0
2005-02-24 11:30,1304.57,1306.276,1296.979,1298.259,619462600.0
2005-02-24 14:00,1298.33,1306.579,1297.956,1303.8,504781100.0
2005-02-24 15:00,1303.73,1310.878,1301.899,1309.95,668294000.0
2005-02-25 10:30,1311.37,1320.506,1311.205,1316.11,746281500.0
2005-02-25 11:30,1316.07,1324.31,1315.479,1324.31,724155800.0
2005-02-25 14:00,1325.29,1328.437,1319.491,1321.16,751077100.0
2005-02-25 15:00,1321.06,1323.229,1312.44,1312.44,774946000.0
2005-02-28 10:30,1311.44,1315.08,1305.449,1306.7,633844000.0
2005-02-28 11:30,1306.71,1312.994,1306.71,1312.1,374763700.0
2005-02-28 14:00,1312.4,1312.681,1306.696,1306.7,378604300.0
2005-02-28 15:00,1307.2,1307.198,1298.928,1306.0,615206800.0
2005-03-01 10:30,1305.25,1308.738,1297.618,1298.25,468644900.0
2005-03-01 11:30,1298.35,1300.264,1295.716,1298.69,389400700.0
2005-03-01 14:00,1298.49,1304.338,1296.236,1304.34,342727300.0
2005-03-01 15:00,1304.3,1306.001,1300.325,1303.41,454647200.0
2005-03-02 10:30,1303.31,1316.723,1303.31,1312.36,572037800.0
2005-03-02 11:30,1312.33,1312.487,1296.887,1299.12,504169500.0
2005-03-02 14:00,1299.08,1299.084,1289.744,1292.31,470085700.0
2005-03-02 15:00,1293.0,1297.276,1285.956,1287.45,632917100.0
2005-03-03 10:30,1285.2,1285.315,1279.013,1280.81,404367800.0
2005-03-03 11:30,1280.75,1286.84,1276.939,1283.87,336738200.0
2005-03-03 14:00,1283.95,1284.21,1281.156,1283.08,232991000.0
2005-03-03 15:00,1282.75,1295.25,1282.663,1294.34,454249100.0
2005-03-04 10:30,1294.38,1299.593,1292.031,1292.09,401945100.0
2005-03-04 11:30,1292.09,1293.767,1290.206,1293.22,243756000.0
2005-03-04 14:00,1293.4,1293.761,1287.746,1289.45,246247900.0
2005-03-04 15:00,1289.5,1293.009,1286.481,1287.71,371607200.0
2005-03-07 10:30,1288.41,1296.843,1288.408,1292.7,379031300.0
2005-03-07 11:30,1292.78,1293.024,1287.798,1291.97,249703100.0
2005-03-07 14:00,1291.66,1295.073,1290.637,1292.23,260447800.0
2005-03-07 15:00,1292.2,1294.0,1289.922,1293.74,342925000.0
2005-03-08 10:30,1298.25,1306.226,1297.205,1300.87,482662600.0
2005-03-08 11:30,1300.93,1303.134,1297.791,1303.09,322904300.0
2005-03-08 14:00,1303.67,1314.073,1303.597,1310.36,606010100.0
2005-03-08 15:00,1310.24,1318.895,1310.12,1318.27,773946000.0
2005-03-09 10:30,1321.21,1326.057,1318.762,1320.4,764502900.0
2005-03-09 11:30,1320.67,1320.695,1313.994,1314.41,448367400.0
2005-03-09 14:00,1314.9,1315.395,1310.342,1314.54,483600100.0
2005-03-09 15:00,1314.62,1319.67,1314.472,1316.79,630467600.0
2005-03-10 10:30,1316.9,1316.9,1305.766,1307.18,534715200.0
2005-03-10 11:30,1307.17,1308.81,1300.209,1300.9,503304700.0
2005-03-10 14:00,1300.41,1300.469,1294.184,1296.46,456299000.0
2005-03-10 15:00,1296.49,1296.675,1282.531,1286.23,734036300.0
2005-03-11 10:30,1283.81,1292.466,1278.215,1281.15,480279400.0
2005-03-11 11:30,1281.14,1290.479,1281.145,1288.377,348206100.0
2005-03-11 14:00,1288.51,1292.028,1284.019,1289.78,354756700.0
2005-03-11 15:00,1289.86,1291.34,1286.452,1289.94,514445000.0
2005-03-14 10:30,1289.06,1289.406,1276.57,1279.44,506367800.0
2005-03-14 11:30,1279.43,1285.922,1271.511,1285.86,453068500.0
2005-03-14 14:00,1287.43,1304.048,1286.079,1299.5,689854900.0
2005-03-14 15:00,1299.74,1299.861,1291.356,1293.5,548649700.0
2005-03-15 10:30,1293.13,1293.225,1281.052,1282.93,541602400.0
2005-03-15 11:30,1283.05,1284.516,1276.717,1279.55,380180900.0
2005-03-15 14:00,1279.28,1279.392,1269.967,1272.74,452662000.0
2005-03-15 15:00,1272.78,1276.803,1266.739,1269.14,582968100.0
2005-03-16 10:30,1267.05,1268.165,1260.349,1263.88,426522700.0
2005-03-16 11:30,1263.99,1264.732,1254.749,1255.0,383388700.0
2005-03-16 14:00,1254.49,1255.255,1247.893,1253.89,426718700.0
2005-03-16 15:00,1254.02,1261.531,1252.149,1255.59,438026800.0
2005-03-17 10:30,1255.98,1255.985,1250.44,1251.16,369475700.0
2005-03-17 11:30,1251.45,1251.965,1244.159,1251.93,383283900.0
2005-03-17 14:00,1252.87,1257.794,1251.594,1254.17,293363800.0
2005-03-17 15:00,1254.0,1254.201,1242.513,1243.47,440746400.0
2005-03-18 10:30,1241.79,1248.03,1237.394,1238.39,362166800.0
2005-03-18 11:30,1238.5,1242.987,1237.08,1237.67,315004300.0
2005-03-18 14:00,1237.29,1237.606,1229.865,1230.38,360572200.0
2005-03-18 15:00,1230.47,1230.771,1223.646,1227.4,496617500.0
2005-03-21 10:30,1225.86,1232.817,1224.373,1226.06,292104700.0
2005-03-21 11:30,1226.15,1231.564,1220.828,1230.128,273713800.0
2005-03-21 14:00,1229.93,1230.464,1224.593,1226.95,219164700.0
2005-03-21 15:00,1226.76,1232.692,1225.971,1231.05,352321300.0
2005-03-22 10:30,1230.68,1231.666,1212.711,1215.48,400436000.0
2005-03-22 11:30,1215.47,1217.858,1205.484,1210.58,382149900.0
2005-03-22 14:00,1209.97,1210.12,1202.575,1208.63,428560400.0
2005-03-22 15:00,1208.71,1213.762,1206.35,1206.92,484090100.0
2005-03-23 10:30,1204.86,1210.184,1195.083,1195.08,422636300.0
2005-03-23 11:30,1195.09,1208.893,1194.593,1208.89,380149000.0
2005-03-23 14:00,1210.03,1217.984,1210.025,1210.93,386511100.0
2005-03-23 15:00,1211.11,1211.369,1200.159,1201.65,374663600.0
2005-03-24 10:30,1198.18,1206.123,1190.872,1206.12,338164000.0
2005-03-24 11:30,1205.7,1207.197,1196.664,1197.46,247793400.0
2005-03-24 14:00,1197.47,1197.947,1193.341,1194.6,248119600.0
2005-03-24 15:00,1194.68,1208.594,1187.581,1208.19,484491900.0
2005-03-25 10:30,1206.29,1208.653,1199.918,1208.64,377643600.0
2005-03-25 11:30,1208.81,1209.955,1204.378,1209.53,300927700.0
2005-03-25 14:00,1209.88,1211.102,1206.042,1207.17,335634000.0
2005-03-25 15:00,1207.18,1207.256,1199.9,1205.63,345228000.0
2005-03-28 10:30,1204.85,1204.85,1191.478,1191.93,301449200.0
2005-03-28 11:30,1191.97,1194.981,1188.178,1188.178,232519800.0
2005-03-28 14:00,1187.37,1193.01,1185.456,1191.15,260717200.0
2005-03-28 15:00,1190.91,1200.508,1187.491,1200.11,298834300.0
2005-03-29 10:30,1199.69,1208.453,1197.454,1206.12,315545500.0
2005-03-29 11:30,1206.37,1209.173,1199.39,1203.4,254928400.0
