品种中文,合约品种,合约代码,交易所保证金,手续费-开仓,手续费-平昨,手续费-平今,现价,每手保证金,手续费-开加平,合约乘数,最小变动价位,最小跳动的浮亏比例,是否主力合约
苯乙烯,EB,EB2310,8.0,3元,3元,3元,7285.0,2914.0,6.0,5,1.0,0.0015252039960344695,不是
苯乙烯,EB,EB2311,8.0,3元,3元,3元,7239.0,2895.6,6.0,5,1.0,0.0015348958573160813,不是
苯乙烯,EB,EB2312,8.0,3元,3元,3元,7204.0,2881.6,6.0,5,1.0,0.001542353013757789,不是
苯乙烯,EB,EB2401,8.0,3元,3元,3元,7219.0,2887.6,6.0,5,1.0,0.0015391482353665482,不是
苯乙烯,EB,EB2402,8.0,3元,3元,3元,7250.0,2900.0,6.0,5,1.0,0.0015325670498084292,不是
苯乙烯,EB,EB2403,8.0,3元,3元,3元,7261.0,2904.4,6.0,5,1.0,0.0015302452983213212,不是
苯乙烯,EB,EB2404,8.0,3元,3元,3元,7186.0,2874.4,6.0,5,1.0,0.0015462164084485265,不是
苯乙烯,EB,EB2405,8.0,3元,3元,3元,7237.0,2894.8,6.0,5,1.0,0.0015353200374618088,不是
乙二醇,EG,EG2306,20.0,3元,3元,3元,3902.0,7804.0,6.0,10,1.0,0.0012203753874691855,不是
乙二醇,EG,EG2307,8.0,3元,3元,3元,3982.0,3185.6,6.0,10,1.0,0.0027903342820469897,不是
乙二醇,EG,EG2308,8.0,3元,3元,3元,4014.0,3211.2,6.0,10,1.0,0.0027680894646514975,不是
乙二醇,EG,EG2309,8.0,3元,3元,3元,4037.0,3229.6,6.0,10,1.0,0.002752318828613106,是
乙二醇,EG,EG2310,8.0,3元,3元,3元,4059.0,3247.2,6.0,10,1.0,0.0027374011113848514,不是
乙二醇,EG,EG2311,8.0,3元,3元,3元,4082.0,3265.6,6.0,10,1.0,0.002721977244270238,不是
乙二醇,EG,EG2312,8.0,3元,3元,3元,4093.0,3274.4,6.0,10,1.0,0.0027146618888617426,不是
乙二醇,EG,EG2401,8.0,3元,3元,3元,4106.0,3284.8,6.0,10,1.0,0.002706067002218975,不是
乙二醇,EG,EG2402,8.0,3元,3元,3元,4124.0,3299.2,6.0,10,1.0,0.002694255846535187,不是
乙二醇,EG,EG2403,8.0,3元,3元,3元,4126.0,3300.8,6.0,10,1.0,0.0026929498572736575,不是
乙二醇,EG,EG2404,8.0,3元,3元,3元,4141.0,3312.8,6.0,10,1.0,0.002683195148783171,不是
乙二醇,EG,EG2405,8.0,3元,3元,3元,4146.0,3316.8,6.0,10,1.0,0.002679959264619178,不是
纤维板,FB,FB2306,20.0,万分之[1],万分之[1],万分之[1],1159.0,2318.0,2.3,10,0.5,0.002054316118164263,不是
纤维板,FB,FB2307,10.0,万分之[1],万分之[1],万分之[1],1196.5,1196.5,2.4,10,0.5,0.0037989590852106525,不是
纤维板,FB,FB2308,10.0,万分之[1],万分之[1],万分之[1],1184.0,1184.0,2.4,10,0.5,0.003839066339066339,不是
纤维板,FB,FB2309,10.0,万分之[1],万分之[1],万分之[1],1265.5,1265.5,2.5,10,0.5,0.0035918250062856936,是
纤维板,FB,FB2310,10.0,万分之[1],万分之[1],万分之[1],1259.5,1259.5,2.5,10,0.5,0.0036089357248547398,不是
纤维板,FB,FB2311,10.0,万分之[1],万分之[1],万分之[1],1236.0,1236.0,2.5,10,0.5,0.003677552221241542,不是
纤维板,FB,FB2312,10.0,万分之[1],万分之[1],万分之[1],1211.0,1211.0,2.4,10,0.5,0.003753471961564447,不是
纤维板,FB,FB2401,10.0,万分之[1],万分之[1],万分之[1],1230.5,1230.5,2.5,10,0.5,0.0036939898784677325,不是
纤维板,FB,FB2402,10.0,万分之[1],万分之[1],万分之[1],1249.0,1249.0,2.5,10,0.5,0.0036392750564087635,不是
纤维板,FB,FB2404,10.0,万分之[1],万分之[1],万分之[1],1167.0,1167.0,2.3,10,0.5,0.003894991041520605,不是
铁矿石,I,I2306,20.0,万分之[1],万分之[1],万分之[1],818.5,16370.0,16.4,100,0.5,0.002908921662739623,不是
铁矿石,I,I2307,13.0,万分之[1],万分之[1],万分之[1],799.0,10387.0,16.0,100,0.5,0.004469873055605221,不是
铁矿石,I,I2308,13.0,万分之[1],万分之[1],万分之[1],771.0,10023.0,15.4,100,0.5,0.0046322030757828415,不是
铁矿石,I,I2309,13.0,万分之[1],万分之[1],万分之[1],743.0,9659.0,14.9,100,0.5,0.004806767929244377,是
铁矿石,I,I2310,13.0,万分之[1],万分之[1],万分之[1],721.0,9373.0,14.4,100,0.5,0.004953437685753913,不是
铁矿石,I,I2311,13.0,万分之[1],万分之[1],万分之[1],706.0,9178.0,14.1,100,0.5,0.005058680696074464,不是
铁矿石,I,I2312,13.0,万分之[1],万分之[1],万分之[1],694.5,9028.5,13.9,100,0.5,0.005142445747197367,不是
铁矿石,I,I2401,13.0,万分之[1],万分之[1],万分之[1],686.5,8924.5,13.7,100,0.5,0.005202372281760482,不是
铁矿石,I,I2402,13.0,万分之[1],万分之[1],万分之[1],677.0,8801.0,13.5,100,0.5,0.005275374551593164,不是
铁矿石,I,I2403,13.0,万分之[1],万分之[1],万分之[1],671.5,8729.5,13.4,100,0.5,0.005318583129454313,不是
铁矿石,I,I2404,13.0,万分之[1],万分之[1],万分之[1],666.5,8664.5,13.3,100,0.5,0.005358482477762298,不是
铁矿石,I,I2405,13.0,万分之[1],万分之[1],万分之[1],660.5,8586.5,13.2,100,0.5,0.005407159078620093,不是
焦炭,J,J2306,20.0,万分之[1.4],万分之[1],万分之[1.4],1886.0,37720.0,52.8,100,0.5,0.0012624349845982933,不是
焦炭,J,J2307,20.0,万分之[1.4],万分之[1],万分之[1.4],2128.0,42560.0,59.6,100,0.5,0.0011188686000716075,不是
焦炭,J,J2308,20.0,万分之[1.4],万分之[1],万分之[1.4],2035.0,40700.0,57.0,100,0.5,0.00117000117000117,不是
焦炭,J,J2309,20.0,万分之[1.4],万分之[1],万分之[1.4],1955.0,39100.0,54.7,100,0.5,0.0012178784557301179,是
焦炭,J,J2310,20.0,万分之[1.4],万分之[1],万分之[1.4],1959.0,39180.0,54.9,100,0.5,0.0012153917207515983,不是
焦炭,J,J2311,20.0,万分之[1.4],万分之[1],万分之[1.4],1956.0,39120.0,54.8,100,0.5,0.0012172558184828125,不是
焦炭,J,J2312,20.0,万分之[1.4],万分之[1],万分之[1.4],1942.0,38840.0,54.4,100,0.5,0.0012260310921484968,不是
焦炭,J,J2401,20.0,万分之[1.4],万分之[1],万分之[1.4],1934.5,38690.0,54.2,100,0.5,0.0012307843788846632,不是
焦炭,J,J2402,20.0,万分之[1.4],万分之[1],万分之[1.4],1911.0,38220.0,53.5,100,0.5,0.001245919613266552,不是
焦炭,J,J2403,20.0,万分之[1.4],万分之[1],万分之[1.4],1922.0,38440.0,53.8,100,0.5,0.0012387889599127894,不是
焦炭,J,J2405,20.0,万分之[1.4],万分之[1],万分之[1.4],1893.5,37870.0,53.0,100,0.5,0.0012574345819658733,不是
鸡蛋,JD,JD2306,20.0,万分之[1.5],万分之[1.5],万分之[1.5],3978.0,7956.0,11.9,10,1.0,0.0011970600205894323,不是
鸡蛋,JD,JD2307,8.0,万分之[1.5],万分之[1.5],万分之[1.5],3961.0,3168.8,11.9,10,1.0,0.002805127773570086,不是
鸡蛋,JD,JD2308,8.0,万分之[1.5],万分之[1.5],万分之[1.5],4355.0,3484.0,13.1,10,1.0,0.0025513458349279245,不是
鸡蛋,JD,JD2309,8.0,万分之[1.5],万分之[1.5],万分之[1.5],4167.0,3333.6,12.5,10,1.0,0.0026664533503986346,是
鸡蛋,JD,JD2310,8.0,万分之[1.5],万分之[1.5],万分之[1.5],3871.0,3096.8,11.6,10,1.0,0.002870346450816614,不是
鸡蛋,JD,JD2311,8.0,万分之[1.5],万分之[1.5],万分之[1.5],3994.0,3195.2,12.0,10,1.0,0.0027819507038335275,不是
鸡蛋,JD,JD2312,8.0,万分之[1.5],万分之[1.5],万分之[1.5],4057.0,3245.6,12.2,10,1.0,0.0027387505819844987,不是
鸡蛋,JD,JD2401,8.0,万分之[1.5],万分之[1.5],万分之[1.5],3951.0,3160.8,11.9,10,1.0,0.002812227565454597,不是
鸡蛋,JD,JD2402,8.0,万分之[1.5],万分之[1.5],万分之[1.5],3489.0,2791.2,10.5,10,1.0,0.0031846119550332794,不是
鸡蛋,JD,JD2403,8.0,万分之[1.5],万分之[1.5],万分之[1.5],3497.0,2797.6,10.5,10,1.0,0.003177326597400947,不是
鸡蛋,JD,JD2404,8.0,万分之[1.5],万分之[1.5],万分之[1.5],3625.0,2900.0,10.9,10,1.0,0.0030651340996168583,不是
鸡蛋,JD,JD2405,8.0,万分之[1.5],万分之[1.5],万分之[1.5],3709.0,2967.2,11.1,10,1.0,0.002995716125939906,不是
焦煤,JM,JM2306,20.0,万分之[3],万分之[1],万分之[3],1223.0,14676.0,44.0,60,0.5,0.0019468130670093058,不是
焦煤,JM,JM2307,20.0,万分之[3],万分之[1],万分之[3],1300.5,15606.0,46.8,60,0.5,0.0018307976785485439,不是
焦煤,JM,JM2308,20.0,万分之[3],万分之[1],万分之[3],1298.5,15582.0,46.7,60,0.5,0.0018336175440526615,不是
焦煤,JM,JM2309,20.0,万分之[3],万分之[1],万分之[3],1258.0,15096.0,45.3,60,0.5,0.001892648951472481,是
焦煤,JM,JM2310,20.0,万分之[3],万分之[1],万分之[3],1319.0,15828.0,47.5,60,0.5,0.0018051193183869453,不是
焦煤,JM,JM2311,20.0,万分之[3],万分之[1],万分之[3],1294.5,15534.0,46.6,60,0.5,0.0018392834151814451,不是
焦煤,JM,JM2312,20.0,万分之[3],万分之[1],万分之[3],1289.0,15468.0,46.4,60,0.5,0.0018471314049281465,不是
焦煤,JM,JM2401,20.0,万分之[3],万分之[1],万分之[3],1239.5,14874.0,44.6,60,0.5,0.001920897443285503,不是
焦煤,JM,JM2402,20.0,万分之[3],万分之[1],万分之[3],1271.5,15258.0,45.8,60,0.5,0.0018725539763683689,不是
焦煤,JM,JM2403,20.0,万分之[3],万分之[1],万分之[3],1302.5,15630.0,46.9,60,0.5,0.0018279864729001008,不是
焦煤,JM,JM2404,20.0,万分之[3],万分之[1],万分之[3],1301.0,15612.0,46.8,60,0.5,0.0018300940668350353,不是
焦煤,JM,JM2405,20.0,万分之[3],万分之[1],万分之[3],1221.0,14652.0,44.0,60,0.5,0.0019500019500019502,不是
聚乙烯,L,L2306,20.0,1元,1元,1元,7750.0,7750.0,2.0,5,1.0,0.0006144393241167435,不是
聚乙烯,L,L2307,7.0,1元,1元,1元,7822.0,2737.7,2.0,5,1.0,0.001598056762976221,不是
聚乙烯,L,L2308,7.0,1元,1元,1元,7798.0,2729.3,2.0,5,1.0,0.001602975121826109,不是
聚乙烯,L,L2309,7.0,1元,1元,1元,7752.0,2713.2,2.0,5,1.0,0.001612487100103199,是
聚乙烯,L,L2310,7.0,1元,1元,1元,7725.0,2703.75,2.0,5,1.0,0.0016181229773462782,不是
聚乙烯,L,L2311,7.0,1元,1元,1元,7709.0,2698.15,2.0,5,1.0,0.0016214813853936956,不是
聚乙烯,L,L2312,7.0,1元,1元,1元,7684.0,2689.4,2.0,5,1.0,0.0016267568974492452,不是
聚乙烯,L,L2401,7.0,1元,1元,1元,7653.0,2678.55,2.0,5,1.0,0.001633346400104534,不是
聚乙烯,L,L2402,7.0,1元,1元,1元,7647.0,2676.45,2.0,5,1.0,0.0016346279586766052,不是
聚乙烯,L,L2403,7.0,1元,1元,1元,7620.0,2667.0,2.0,5,1.0,0.0016404199475065617,不是
聚乙烯,L,L2404,7.0,1元,1元,1元,7621.0,2667.35,2.0,5,1.0,0.0016402046975462538,不是
聚乙烯,L,L2405,7.0,1元,1元,1元,7609.0,2663.15,2.0,5,1.0,0.0016427914311998948,不是
生猪,LH,LH2307,12.0,万分之[2],万分之[1],万分之[2],15180.0,29145.6,97.2,16,5.0,0.002533698185872099,不是
生猪,LH,LH2309,12.0,万分之[2],万分之[1],万分之[2],15970.0,30662.4,102.2,16,5.0,0.002408361832281682,是
生猪,LH,LH2311,12.0,万分之[2],万分之[1],万分之[2],16770.0,32198.4,107.3,16,5.0,0.002293472776478143,不是
生猪,LH,LH2401,12.0,万分之[2],万分之[1],万分之[2],17385.0,33379.2,111.3,16,5.0,0.0022123404349461296,不是
生猪,LH,LH2403,12.0,万分之[2],万分之[1],万分之[2],15770.0,30278.4,100.9,16,5.0,0.002438905419247841,不是
生猪,LH,LH2405,12.0,万分之[2],万分之[1],万分之[2],16500.0,31680.0,105.6,16,5.0,0.002331002331002331,不是
豆粕,M,M2307,7.0,1.5元,1.5元,1.5元,3436.0,2405.2,3.0,10,1.0,0.003637951105937136,不是
豆粕,M,M2308,7.0,1.5元,1.5元,1.5元,3451.0,2415.7,3.0,10,1.0,0.0036221385105766448,不是
豆粕,M,M2309,7.0,1.5元,1.5元,1.5元,3408.0,2385.6,3.0,10,1.0,0.0036678403755868545,是
豆粕,M,M2311,7.0,1.5元,1.5元,1.5元,3402.0,2381.4,3.0,10,1.0,0.0036743092298647854,不是
豆粕,M,M2312,7.0,1.5元,1.5元,1.5元,3387.0,2370.9,3.0,10,1.0,0.003690581635665781,不是
豆粕,M,M2401,7.0,1.5元,1.5元,1.5元,3331.0,2331.7,3.0,10,1.0,0.003752626838787151,不是
豆粕,M,M2403,7.0,1.5元,1.5元,1.5元,3256.0,2279.2,3.0,10,1.0,0.003839066339066339,不是
豆粕,M,M2405,7.0,1.5元,1.5元,1.5元,3103.0,2172.1,3.0,10,1.0,0.004028359651949726,不是
棕榈油,P,P2306,20.0,2.5元,2.5元,2.5元,6990.0,13980.0,5.0,10,2.0,0.0013624906328768992,不是
棕榈油,P,P2307,8.0,2.5元,2.5元,2.5元,6588.0,5270.4,5.0,10,2.0,0.003373136342170951,不是
棕榈油,P,P2308,8.0,2.5元,2.5元,2.5元,6474.0,5179.2,5.0,10,2.0,0.0034325335530154804,不是
棕榈油,P,P2309,8.0,2.5元,2.5元,2.5元,6424.0,5139.2,5.0,10,2.0,0.0034592500345925004,是
棕榈油,P,P2310,8.0,2.5元,2.5元,2.5元,6404.0,5123.2,5.0,10,2.0,0.003470053438822958,不是
棕榈油,P,P2311,8.0,2.5元,2.5元,2.5元,6406.0,5124.8,5.0,10,2.0,0.0034689700627883583,不是
棕榈油,P,P2312,8.0,2.5元,2.5元,2.5元,6420.0,5136.0,5.0,10,2.0,0.003461405330564209,不是
棕榈油,P,P2401,8.0,2.5元,2.5元,2.5元,6416.0,5132.8,5.0,10,2.0,0.0034635633139373785,不是
棕榈油,P,P2402,8.0,2.5元,2.5元,2.5元,6448.0,5158.4,5.0,10,2.0,0.0034463744141163496,不是
棕榈油,P,P2403,8.0,2.5元,2.5元,2.5元,6486.0,5188.8,5.0,10,2.0,0.003426182889642649,不是
棕榈油,P,P2404,8.0,2.5元,2.5元,2.5元,6456.0,5164.8,5.0,10,2.0,0.003442103813851026,不是
棕榈油,P,P2405,8.0,2.5元,2.5元,2.5元,6450.0,5160.0,5.0,10,2.0,0.0034453057708871667,不是
液化石油气,PG,PG2306,20.0,6元,6元,6元,3971.0,15884.0,12.0,20,1.0,0.0011991701742394261,不是
液化石油气,PG,PG2307,8.0,6元,6元,6元,3886.0,6217.6,12.0,20,1.0,0.00285926688397095,是
液化石油气,PG,PG2308,8.0,6元,6元,6元,3796.0,6073.6,12.0,20,1.0,0.002927057721578269,不是
液化石油气,PG,PG2309,8.0,6元,6元,6元,3702.0,5923.2,12.0,20,1.0,0.003001380635092142,不是
液化石油气,PG,PG2310,8.0,6元,6元,6元,4232.0,6771.2,12.0,20,1.0,0.002625498844780508,不是
液化石油气,PG,PG2311,8.0,6元,6元,6元,4135.0,6616.0,12.0,20,1.0,0.002687088539567379,不是
液化石油气,PG,PG2312,8.0,6元,6元,6元,4052.0,6483.2,12.0,20,1.0,0.0027421300866513104,不是
液化石油气,PG,PG2401,8.0,6元,6元,6元,3931.0,6289.6,12.0,20,1.0,0.0028265355154187513,不是
液化石油气,PG,PG2402,8.0,6元,6元,6元,3882.0,6211.2,12.0,20,1.0,0.0028622130631404206,不是
液化石油气,PG,PG2403,8.0,6元,6元,6元,3793.0,6068.8,12.0,20,1.0,0.0029293728212789645,不是
液化石油气,PG,PG2404,8.0,6元,6元,6元,4119.0,6590.4,12.0,20,1.0,0.00269752636832025,不是
液化石油气,PG,PG2405,8.0,6元,6元,6元,3850.0,6160.0,12.0,20,1.0,0.002886002886002886,不是
聚丙烯,PP,PP2306,20.0,1元,1元,1元,6989.0,6989.0,2.0,5,1.0,0.0006813427903712637,不是
聚丙烯,PP,PP2307,7.0,1元,1元,1元,7004.0,2451.4,2.0,5,1.0,0.0017846944603083952,不是
聚丙烯,PP,PP2308,7.0,1元,1元,1元,6978.0,2442.3,2.0,5,1.0,0.0017913442247062196,不是
聚丙烯,PP,PP2309,7.0,1元,1元,1元,6962.0,2436.7,2.0,5,1.0,0.001795461074403907,是
聚丙烯,PP,PP2310,7.0,1元,1元,1元,6949.0,2432.15,2.0,5,1.0,0.0017988199740969924,不是
聚丙烯,PP,PP2311,7.0,1元,1元,1元,6940.0,2429.0,2.0,5,1.0,0.0018011527377521615,不是
聚丙烯,PP,PP2312,7.0,1元,1元,1元,6925.0,2423.75,2.0,5,1.0,0.0018050541516245488,不是
聚丙烯,PP,PP2401,7.0,1元,1元,1元,6906.0,2417.1,2.0,5,1.0,0.001810020272227049,不是
聚丙烯,PP,PP2402,7.0,1元,1元,1元,6891.0,2411.85,2.0,5,1.0,0.0018139602379915833,不是
聚丙烯,PP,PP2403,7.0,1元,1元,1元,6890.0,2411.5,2.0,5,1.0,0.0018142235123367197,不是
聚丙烯,PP,PP2404,7.0,1元,1元,1元,6942.0,2429.7,2.0,5,1.0,0.0018006338231057331,不是
聚丙烯,PP,PP2405,7.0,1元,1元,1元,6943.0,2430.05,2.0,5,1.0,0.0018003744778914013,不是
粳米,RR,RR2306,20.0,1元,1元,1元,3365.0,6730.0,2.0,10,1.0,0.0014151277152763036,不是
粳米,RR,RR2307,6.0,1元,1元,1元,3444.0,2066.4,2.0,10,1.0,0.004148000663680106,是
粳米,RR,RR2308,6.0,1元,1元,1元,3477.0,2086.2,2.0,10,1.0,0.004108632236328526,不是
粳米,RR,RR2309,6.0,1元,1元,1元,3506.0,2103.6,2.0,10,1.0,0.0040746475429875315,不是
粳米,RR,RR2310,6.0,1元,1元,1元,3521.0,2112.6,2.0,10,1.0,0.00405728891954396,不是
粳米,RR,RR2311,6.0,1元,1元,1元,3533.0,2119.8,2.0,10,1.0,0.004043508147668917,不是
粳米,RR,RR2312,6.0,1元,1元,1元,3555.0,2133.0,2.0,10,1.0,0.004018485031143259,不是
粳米,RR,RR2401,6.0,1元,1元,1元,3536.0,2121.6,2.0,10,1.0,0.004040077569489335,不是
粳米,RR,RR2402,6.0,1元,1元,1元,3560.0,2136.0,2.0,10,1.0,0.004012841091492777,不是
粳米,RR,RR2403,6.0,1元,1元,1元,3567.0,2140.2,2.0,10,1.0,0.004004966158035964,不是
粳米,RR,RR2404,6.0,1元,1元,1元,3584.0,2150.4,2.0,10,1.0,0.003985969387755102,不是
粳米,RR,RR2405,6.0,1元,1元,1元,3582.0,2149.2,2.0,10,1.0,0.003988194942968813,不是
聚氯乙烯,V,V2306,20.0,1元,1元,1元,5754.0,5754.0,2.0,5,1.0,0.0008275816409288777,不是
聚氯乙烯,V,V2307,7.0,1元,1元,1元,5742.0,2009.7,2.0,5,1.0,0.002176941832114246,不是
聚氯乙烯,V,V2308,7.0,1元,1元,1元,5775.0,2021.25,2.0,5,1.0,0.0021645021645021645,不是
聚氯乙烯,V,V2309,7.0,1元,1元,1元,5781.0,2023.35,2.0,5,1.0,0.0021622556651098427,是
聚氯乙烯,V,V2310,7.0,1元,1元,1元,5776.0,2021.6,2.0,5,1.0,0.002164127423822715,不是
聚氯乙烯,V,V2311,7.0,1元,1元,1元,5779.0,2022.65,2.0,5,1.0,0.002163003979927323,不是
聚氯乙烯,V,V2312,7.0,1元,1元,1元,5772.0,2020.2,2.0,5,1.0,0.0021656271656271655,不是
聚氯乙烯,V,V2401,7.0,1元,1元,1元,5775.0,2021.25,2.0,5,1.0,0.0021645021645021645,不是
聚氯乙烯,V,V2402,7.0,1元,1元,1元,5768.0,2018.8,2.0,5,1.0,0.002167128987517337,不是
聚氯乙烯,V,V2403,7.0,1元,1元,1元,5810.0,2033.5,2.0,5,1.0,0.002151462994836489,不是
聚氯乙烯,V,V2404,7.0,1元,1元,1元,5860.0,2051.0,2.0,5,1.0,0.0021331058020477816,不是
聚氯乙烯,V,V2405,7.0,1元,1元,1元,5810.0,2033.5,2.0,5,1.0,0.002151462994836489,不是
豆油,Y,Y2307,7.0,2.5元,2.5元,2.5元,7040.0,4928.0,5.0,10,2.0,0.0035511363636363635,不是
豆油,Y,Y2308,7.0,2.5元,2.5元,2.5元,7002.0,4901.4,5.0,10,2.0,0.003570408454727221,不是
豆油,Y,Y2309,7.0,2.5元,2.5元,2.5元,6934.0,4853.8,5.0,10,2.0,0.003605422555523507,是
豆油,Y,Y2311,7.0,2.5元,2.5元,2.5元,6914.0,4839.8,5.0,10,2.0,0.0036158518947063925,不是
豆油,Y,Y2312,7.0,2.5元,2.5元,2.5元,6954.0,4867.8,5.0,10,2.0,0.0035950532067874604,不是
豆油,Y,Y2401,7.0,2.5元,2.5元,2.5元,6908.0,4835.6,5.0,10,2.0,0.003618992472495657,不是
豆油,Y,Y2403,7.0,2.5元,2.5元,2.5元,6866.0,4806.2,5.0,10,2.0,0.0036411302068161955,不是
豆油,Y,Y2405,7.0,2.5元,2.5元,2.5元,6790.0,4753.0,5.0,10,2.0,0.003681885125184094,不是
苹果,AP,AP2310,10.0,5元,5元,20元,8658.0,8658.0,25.0,10,1.0,0.00105000105000105,是
苹果,AP,AP2311,10.0,5元,5元,20元,8477.0,8477.0,25.0,10,1.0,0.001072420560446985,不是
苹果,AP,AP2312,10.0,5元,5元,20元,8517.0,8517.0,25.0,10,1.0,0.0010673839486801796,不是
苹果,AP,AP2401,10.0,5元,5元,20元,8583.0,8583.0,25.0,10,1.0,0.0010591761727728173,不是
苹果,AP,AP2403,10.0,5元,5元,20元,8571.0,8571.0,25.0,10,1.0,0.0010606590935607386,不是
苹果,AP,AP2404,10.0,5元,5元,20元,8646.0,8646.0,25.0,10,1.0,0.0010514583727630224,不是
苹果,AP,AP2405,10.0,5元,5元,20元,8764.0,8764.0,25.0,10,1.0,0.0010373013567901747,不是
棉花,CF,CF2307,7.0,4.3元,4.3元,0元,16190.0,5666.5,4.3,5,5.0,0.0038604076590487957,不是
棉花,CF,CF2309,7.0,4.3元,4.3元,0元,16375.0,5731.25,4.3,5,5.0,0.0038167938931297713,是
棉花,CF,CF2311,7.0,4.3元,4.3元,0元,16370.0,5729.5,4.3,5,5.0,0.0038179596823457547,不是
棉花,CF,CF2401,7.0,4.3元,4.3元,0元,16390.0,5736.5,4.3,5,5.0,0.003813300793166565,不是
棉花,CF,CF2403,7.0,4.3元,4.3元,0元,16270.0,5694.5,4.3,5,5.0,0.003841425937307928,不是
棉花,CF,CF2405,7.0,4.3元,4.3元,0元,16170.0,5659.5,4.3,5,5.0,0.003865182436611008,不是
红枣,CJ,CJ2307,12.0,3元,3元,3元,9885.0,5931.0,6.0,5,5.0,0.00389089918680207,不是
红枣,CJ,CJ2309,12.0,3元,3元,3元,10085.0,6051.0,6.0,5,5.0,0.0038137370809656376,是
红枣,CJ,CJ2312,12.0,3元,3元,3元,11615.0,6969.0,6.0,5,5.0,0.003311367926090268,不是
红枣,CJ,CJ2401,12.0,3元,3元,3元,11710.0,7026.0,6.0,5,5.0,0.003284503711489194,不是
红枣,CJ,CJ2403,12.0,3元,3元,3元,11770.0,7062.0,6.0,5,5.0,0.0032677602771060714,不是
红枣,CJ,CJ2405,12.0,3元,3元,3元,11985.0,7191.0,6.0,5,5.0,0.0032091396296652867,不是
棉纱,CY,CY2306,20.0,4元,4元,0元,24340.0,24340.0,4.0,5,5.0,0.0009782055796846265,不是
棉纱,CY,CY2307,7.0,4元,4元,0元,22610.0,7913.5,4.0,5,5.0,0.002764263600176913,不是
棉纱,CY,CY2308,7.0,4元,4元,0元,22890.0,8011.5,4.0,5,5.0,0.0027304499781564003,不是
棉纱,CY,CY2309,7.0,4元,4元,0元,23255.0,8139.25,4.0,5,5.0,0.0026875940657923028,是
棉纱,CY,CY2310,7.0,4元,4元,0元,22615.0,7915.25,4.0,5,5.0,0.0027636524430687598,不是
棉纱,CY,CY2311,7.0,4元,4元,0元,22830.0,7990.5,4.0,5,5.0,0.0027376259307928166,不是
棉纱,CY,CY2312,7.0,4元,4元,0元,22740.0,7959.0,4.0,5,5.0,0.0027484608619173265,不是
棉纱,CY,CY2401,7.0,4元,4元,0元,23300.0,8155.0,4.0,5,5.0,0.002682403433476395,不是
棉纱,CY,CY2402,7.0,4元,4元,0元,23045.0,8065.75,4.0,5,5.0,0.002712085050987199,不是
棉纱,CY,CY2405,7.0,4元,4元,0元,23305.0,8156.75,4.0,5,5.0,0.0026818279339197596,不是
玻璃,FG,FG2306,20.0,6元,6元,6元,1725.0,6900.0,12.0,20,1.0,0.0027605244996549345,不是
玻璃,FG,FG2307,9.0,6元,6元,6元,1594.0,2869.2,12.0,20,1.0,0.006273525721455457,不是
玻璃,FG,FG2308,9.0,6元,6元,6元,1550.0,2790.0,12.0,20,1.0,0.0064516129032258064,不是
玻璃,FG,FG2309,12.0,6元,6元,6元,1500.0,3600.0,12.0,20,1.0,0.005128205128205128,是
玻璃,FG,FG2310,13.0,6元,6元,6元,1471.0,3824.6,12.0,20,1.0,0.004855783237836263,不是
玻璃,FG,FG2311,9.0,6元,6元,6元,1430.0,2574.0,12.0,20,1.0,0.006993006993006994,不是
玻璃,FG,FG2312,9.0,6元,6元,6元,1400.0,2520.0,12.0,20,1.0,0.007142857142857143,不是
玻璃,FG,FG2401,12.0,6元,6元,6元,1369.0,3285.6,12.0,20,1.0,0.005618924537843457,不是
玻璃,FG,FG2402,9.0,6元,6元,6元,1372.0,2469.6,12.0,20,1.0,0.00728862973760933,不是
玻璃,FG,FG2403,9.0,6元,6元,6元,1354.0,2437.2,12.0,20,1.0,0.007385524372230429,不是
玻璃,FG,FG2404,9.0,6元,6元,6元,1379.0,2482.2,12.0,20,1.0,0.00725163161711385,不是
玻璃,FG,FG2405,9.0,6元,6元,6元,1357.0,2442.6,12.0,20,1.0,0.007369196757553427,不是
甲醇,MA,MA2306,20.0,2元,2元,6元,2089.0,4178.0,8.0,10,1.0,0.0022795140076135767,不是
甲醇,MA,MA2307,8.0,2元,2元,6元,2068.0,1654.4,8.0,10,1.0,0.005372877713303245,不是
甲醇,MA,MA2308,8.0,2元,2元,6元,2065.0,1652.0,8.0,10,1.0,0.0053806833467850415,不是
甲醇,MA,MA2309,10.0,2元,2元,6元,2054.0,2054.0,8.0,10,1.0,0.004425953793042401,是
甲醇,MA,MA2310,8.0,2元,2元,6元,2070.0,1656.0,8.0,10,1.0,0.0053676865271068165,不是
甲醇,MA,MA2311,8.0,2元,2元,6元,2070.0,1656.0,8.0,10,1.0,0.0053676865271068165,不是
甲醇,MA,MA2312,8.0,2元,2元,6元,2113.0,1690.4,8.0,10,1.0,0.005258452963138245,不是
甲醇,MA,MA2401,10.0,2元,2元,6元,2120.0,2120.0,8.0,10,1.0,0.004288164665523156,不是
甲醇,MA,MA2402,8.0,2元,2元,6元,2122.0,1697.6,8.0,10,1.0,0.005236150382238978,不是
甲醇,MA,MA2403,8.0,2元,2元,6元,2105.0,1684.0,8.0,10,1.0,0.005278437582475587,不是
