code,code_name,ipoDate
sh.605088,冠盛股份,2020-08-17
sh.605089,味知香,2021-04-27
sh.605090,九丰能源,2021-05-25
sh.605098,行动教育,2021-04-21
sh.605099,共创草坪,2020-09-30
sh.605100,华丰股份,2020-08-11
sh.605108,同庆楼,2020-07-16
sh.605111,新洁能,2020-09-28
sh.605116,奥锐特,2020-09-21
sh.605117,德业股份,2021-04-20
sh.605118,力鼎光电,2020-07-30
sh.605122,四方新材,2021-03-10
sh.605123,派克新材,2020-08-25
sh.605128,上海沿浦,2020-09-15
sh.605133,嵘泰股份,2021-02-24
sh.605136,丽人丽妆,2020-09-29
sh.605138,盛泰集团,2021-10-27
sh.605151,西上海,2020-12-15
sh.605155,西大门,2020-12-31
sh.605158,华达新材,2020-08-05
sh.605162,新中港,2021-07-07
sh.605166,聚合顺,2020-06-18
sh.605167,利柏特,2021-07-26
sh.605168,三人行,2020-05-28
sh.605169,洪通燃气,2020-10-30
sh.605177,东亚药业,2020-11-25
sh.605178,时空科技,2020-08-21
sh.605179,一鸣食品,2020-12-28
sh.605180,华生科技,2021-04-30
sh.605183,确成股份,2020-12-07
sh.605186,健麾信息,2020-12-22
sh.605188,国光连锁,2020-07-28
sh.605189,富春染织,2021-05-28
sh.605196,华通线缆,2021-05-11
sh.605198,德利股份,2020-09-18
sh.605199,葫芦娃,2020-07-10
sh.605208,永茂泰,2021-03-08
sh.605218,伟时电子,2020-09-28
sh.605222,起帆电缆,2020-07-31
sh.605228,神通科技,2021-01-20
sh.605255,天普股份,2020-08-25
sh.605258,协和电子,2020-12-03
sh.605259,绿田机械,2021-06-15
sh.605266,健之佳,2020-12-01
sh.605268,王力安防,2021-02-24
sh.605277,新亚电子,2021-01-06
sh.605286,同力日升,2021-03-22
sh.605287,德才股份,2021-07-06
sh.605288,凯迪股份,2020-06-01
sh.605289,罗曼股份,2021-04-26
sh.605296,神农集团,2021-05-28
sh.605298,必得科技,2021-03-01
sh.605299,舒华体育,2020-12-15
sh.605300,佳禾食品,2021-04-30
sh.605303,园林股份,2021-03-01
sh.605305,中际联合,2021-05-06
sh.605318,法狮龙,2020-08-03
sh.605319,无锡振华,2021-06-07
sh.605333,沪光股份,2020-08-18
sh.605336,帅丰电器,2020-10-19
sh.605337,李子园,2021-02-08
sh.605338,巴比食品,2020-10-12
sh.605339,南侨食品,2021-05-18
sh.605358,立昂微,2020-09-11
sh.605365,立达信,2021-07-20
sh.605366,宏柏新材,2020-08-12
sh.605368,蓝天燃气,2021-01-29
sh.605369,拱东医疗,2020-09-16
sh.605376,博迁新材,2020-12-08
sh.605377,华旺科技,2020-12-28
sh.605378,野马电池,2021-04-12
sh.605388,均瑶健康,2020-08-18
sh.605389,长龄液压,2021-03-22
sh.605398,新炬网络,2021-01-21
sh.605399,晨光新材,2020-08-04
sh.605488,福莱新材,2021-05-13
sh.605499,东鹏饮料,2021-05-27
sh.605500,森林包装,2020-12-22
sh.605507,国邦医药,2021-08-02
sh.605555,德昌股份,2021-10-21
sh.605566,福莱蒽特,2021-10-25
sh.605567,春雪食品,2021-10-13
sh.605577,龙版传媒,2021-08-24
sh.605580,恒盛能源,2021-08-19
sh.605588,冠石科技,2021-08-12
sh.605589,圣泉集团,2021-08-10
sh.605598,上海港湾,2021-09-17
sh.605599,菜百股份,2021-09-09
sh.688001,华兴源创,2019-07-22
sh.688002,睿创微纳,2019-07-22
sh.688003,天准科技,2019-07-22
sh.688004,博汇科技,2020-06-12
sh.688005,容百科技,2019-07-22
sh.688006,杭可科技,2019-07-22
sh.688007,光峰科技,2019-07-22
sh.688008,澜起科技,2019-07-22
sh.688009,中国通号,2019-07-22
sh.688010,福光股份,2019-07-22
sh.688011,新光光电,2019-07-22
sh.688012,中微公司,2019-07-22
sh.688013,天臣医疗,2020-09-28
sh.688015,交控科技,2019-07-22
sh.688016,心脉医疗,2019-07-22
sh.688017,绿的谐波,2020-08-28
sh.688018,乐鑫科技,2019-07-22
sh.688019,安集科技,2019-07-22
sh.688020,方邦股份,2019-07-22
sh.688021,奥福环保,2019-11-06
sh.688022,瀚川智能,2019-07-22
sh.688023,安恒信息,2019-11-05
sh.688025,杰普特,2019-10-31
sh.688026,洁特生物,2020-01-22
sh.688027,国盾量子,2020-07-09
sh.688028,沃尔德,2019-07-22
sh.688029,南微医学,2019-07-22
sh.688030,山石网科,2019-09-30
sh.688033,天宜上佳,2019-07-22
sh.688036,传音控股,2019-09-30
sh.688037,芯源微,2019-12-16
sh.688038,中科通达,2021-07-13
sh.688039,当虹科技,2019-12-11
sh.688050,爱博医疗,2020-07-29
sh.688051,佳华科技,2020-03-20
sh.688055,龙腾光电,2020-08-17
sh.688056,莱伯泰科,2020-09-02
sh.688057,金达莱,2020-11-11
sh.688058,宝兰德,2019-11-01
sh.688059,华锐精密,2021-02-08
sh.688060,云涌科技,2020-07-10
sh.688063,派能科技,2020-12-30
sh.688065,凯赛生物,2020-08-12
sh.688066,航天宏图,2019-07-22
sh.688067,爱威科技,2021-06-16
sh.688068,热景生物,2019-09-30
sh.688069,德林海,2020-07-22
sh.688070,纵横股份,2021-02-10
sh.688071,华依科技,2021-07-29
sh.688076,诺泰生物,2021-05-20
sh.688077,大地熊,2020-07-22
sh.688078,龙软科技,2019-12-30
sh.688079,美迪凯,2021-03-02
sh.688080,映翰通,2020-02-12
sh.688081,兴图新科,2020-01-06
sh.688083,中望软件,2021-03-11
sh.688085,三友医疗,2020-04-09
sh.688086,紫晶存储,2020-02-26
sh.688087,英科再生,2021-07-09
sh.688088,虹软科技,2019-07-22
sh.688089,嘉必优,2019-12-19
sh.688090,瑞松科技,2020-02-17
sh.688091,上海谊众,2021-09-09
sh.688092,爱科科技,2021-03-19
sh.688093,世华科技,2020-09-30
sh.688095,福昕软件,2020-09-08
sh.688096,京源环保,2020-04-09
sh.688097,博众精工,2021-05-12
sh.688098,申联生物,2019-10-28
sh.688099,晶晨股份,2019-08-08
sh.688100,威胜信息,2020-01-21
sh.688101,三达膜,2019-11-15
sh.688103,国力股份,2021-09-10
sh.688106,金宏气体,2020-06-16
sh.688108,赛诺医疗,2019-10-30
sh.688109,品茗股份,2021-03-30
sh.688111,金山办公,2019-11-18
sh.688113,联测科技,2021-05-06
sh.688116,天奈科技,2019-09-25
sh.688117,圣诺生物,2021-06-03
sh.688118,普元信息,2019-12-04
sh.688121,卓然股份,2021-09-06
sh.688122,西部超导,2019-07-22
sh.688123,聚辰股份,2019-12-23
sh.688126,沪硅产业,2020-04-20
sh.688127,蓝特光学,2020-09-21
sh.688128,中国电研,2019-11-05
sh.688129,东来技术,2020-10-23
sh.688131,皓元医药,2021-06-08
sh.688133,泰坦科技,2020-10-30
sh.688135,利扬芯片,2020-11-11
sh.688136,科兴制药,2020-12-14
sh.688138,清溢光电,2019-11-20
sh.688139,海尔生物,2019-10-25
sh.688148,芳源股份,2021-08-06
sh.688155,先惠技术,2020-08-11
sh.688156,路德环境,2020-09-22
sh.688157,松井股份,2020-06-09
sh.688158,优刻得,2020-01-20
sh.688159,有方科技,2020-01-23
sh.688160,步科股份,2020-11-12
sh.688161,威高骨科,2021-06-30
sh.688165,埃夫特,2020-07-15
sh.688166,博瑞医药,2019-11-08
sh.688168,安博通,2019-09-06
sh.688169,石头科技,2020-02-21
sh.688177,百奥泰,2020-02-21
sh.688178,万德斯,2020-01-14
sh.688179,阿拉丁,2020-10-26
sh.688180,君实生物,2020-07-15
sh.688181,八亿时空,2020-01-06
sh.688183,生益电子,2021-02-25
sh.688185,康希诺,2020-08-13
sh.688186,广大特材,2020-02-11
sh.688187,时代电气,2021-09-07
sh.688188,柏楚电子,2019-08-08
sh.688189,南新制药,2020-03-26
sh.688191,智洋创新,2021-04-08
sh.688195,腾景科技,2021-03-26
sh.688196,卓越新能,2019-11-21
sh.688198,佰仁医疗,2019-12-09
sh.688199,久日新材,2019-11-05
sh.688200,华峰测控,2020-02-18
sh.688201,信安世纪,2021-04-21
sh.688202,美迪西,2019-11-05
sh.688208,道通科技,2020-02-13
sh.688211,中科微至,2021-10-26
sh.688215,瑞晟智能,2020-08-28
sh.688216,气派科技,2021-06-23
sh.688217,睿昂基因,2021-05-17
sh.688218,江苏北人,2019-12-11
sh.688219,会通股份,2020-11-18
sh.688221,前沿生物,2020-10-28
sh.688222,成都先导,2020-04-16
sh.688226,威腾电气,2021-07-07
sh.688228,开普云,2020-03-27
sh.688229,博睿数据,2020-08-17
sh.688233,神工股份,2020-02-21
sh.688239,航宇科技,2021-07-05
sh.688255,凯尔达,2021-10-25
sh.688256,寒武纪,2020-07-20
sh.688257,新锐股份,2021-10-27
sh.688258,卓易信息,2019-12-09
sh.688260,昀冢科技,2021-04-06
sh.688266,泽璟制药,2020-01-23
sh.688268,华特气体,2019-12-26
sh.688269,凯立新材,2021-06-09
sh.688272,富吉瑞,2021-10-18
sh.688276,百克生物,2021-06-25
sh.688277,天智航,2020-07-07
sh.688278,特宝生物,2020-01-17
sh.688280,精进电动,2021-10-27
sh.688285,高铁电气,2021-10-20
sh.688286,敏芯股份,2020-08-10
sh.688288,鸿泉物联,2019-11-06
sh.688289,圣湘生物,2020-08-28
sh.688296,和达科技,2021-07-27
sh.688298,东方生物,2020-02-05
sh.688299,长阳科技,2019-11-06
sh.688300,联瑞新材,2019-11-15
sh.688301,奕瑞科技,2020-09-18
sh.688303,大全能源,2021-07-22
sh.688305,科德数控,2021-07-09
sh.688308,欧科亿,2020-12-10
sh.688309,恒誉环保,2020-07-14
sh.688310,迈得医疗,2019-12-03
sh.688311,盟升电子,2020-07-31
sh.688312,燕麦科技,2020-06-08
sh.688313,仕佳光子,2020-08-12
sh.688314,康拓医疗,2021-05-18
sh.688315,诺禾致源,2021-04-13
sh.688316,青云科技,2021-03-16
sh.688317,之江生物,2021-01-18
sh.688318,财富趋势,2020-04-27
sh.688319,欧林生物,2021-06-08
sh.688321,微芯生物,2019-08-12
sh.688323,瑞华泰,2021-04-28
sh.688328,深科达,2021-03-09
sh.688329,艾隆科技,2021-03-29
sh.688330,宏力达,2020-10-15
sh.688333,铂力特,2019-07-22
sh.688335,复洁环保,2020-08-17
sh.688336,三生国健,2020-07-22
sh.688338,赛科希德,2020-08-06
sh.688339,亿华通,2020-08-10
sh.688345,博力威,2021-06-11
sh.688350,富淼科技,2021-01-28
sh.688355,明志科技,2021-05-12
sh.688356,键凯科技,2020-08-26
sh.688357,建龙微纳,2019-12-04
sh.688358,祥生医疗,2019-12-03
sh.688359,三孚新科,2021-05-21
sh.688360,德马科技,2020-06-02
sh.688363,华熙生物,2019-11-06
sh.688365,光云科技,2020-04-29
sh.688366,昊海生科,2019-10-30
sh.688367,工大高科,2021-06-28
sh.688368,晶丰明源,2019-10-14
sh.688369,致远互联,2019-10-31
sh.688377,迪威尔,2020-07-08
sh.688378,奥来德,2020-09-03
sh.688379,华光新材,2020-08-19
sh.688383,新益昌,2021-04-28
sh.688385,复旦微电,2021-08-04
sh.688386,泛亚微透,2020-10-16
sh.688388,嘉元科技,2019-07-22
sh.688389,普门科技,2019-11-05
sh.688390,固德威,2020-09-04
sh.688393,安必平,2020-08-20
sh.688395,正弦电气,2021-04-29
sh.688396,华润微,2020-02-27
sh.688398,赛特新材,2020-02-11
sh.688399,硕世生物,2019-12-05
sh.688408,中信博,2020-08-28
sh.688418,震有科技,2020-07-22
sh.688425,铁建重工,2021-06-22
sh.688456,有研粉材,2021-03-17
sh.688466,金科环境,2020-05-08
sh.688468,科美诊断,2021-04-09
sh.688488,艾迪药业,2020-07-20
sh.688499,利元亨,2021-07-01
sh.688500,慧辰股份,2020-07-16
sh.688501,青达环保,2021-07-16
sh.688505,复旦张江,2020-06-19
sh.688508,芯朋微,2020-07-22
sh.688509,正元地信,2021-07-30
sh.688510,航亚科技,2020-12-16
sh.688511,天微电子,2021-07-30
sh.688513,苑东生物,2020-09-02
sh.688516,奥特维,2020-05-21
sh.688517,金冠电气,2021-06-18
sh.688518,联赢激光,2020-06-22
sh.688519,南亚新材,2020-08-18
sh.688520,神州细胞,2020-06-22
sh.688521,芯原股份,2020-08-18
sh.688526,科前生物,2020-09-22
sh.688528,秦川物联,2020-07-01
sh.688529,豪森股份,2020-11-09
sh.688533,上声电子,2021-04-19
sh.688536,思瑞浦,2020-09-21
sh.688538,和辉光电,2021-05-28
sh.688550,瑞联新材,2020-09-02
sh.688551,科威尔,2020-09-10
sh.688553,汇宇制药,2021-10-26
sh.688555,泽达易盛,2020-06-23
sh.688556,高测股份,2020-08-07
sh.688557,兰剑智能,2020-12-02
sh.688558,国盛智科,2020-06-30
sh.688559,海目星,2020-09-09
sh.688560,明冠新材,2020-12-24
sh.688561,奇安信,2020-07-22
sh.688565,力源科技,2021-05-13
sh.688566,吉贝尔,2020-05-18
sh.688567,孚能科技,2020-07-17
sh.688568,中科星图,2020-07-08
sh.688569,铁科轨道,2020-08-31
sh.688571,杭华股份,2020-12-11
sh.688575,亚辉龙,2021-05-17
sh.688577,浙海德曼,2020-09-16
sh.688578,艾力斯,2020-12-02
sh.688579,山大地纬,2020-07-17
sh.688580,伟思医疗,2020-07-21
sh.688585,上纬新材,2020-09-28
sh.688586,江航装备,2020-07-31
sh.688588,凌志软件,2020-05-11
sh.688589,力合微,2020-07-22
sh.688590,新致软件,2020-12-07
sh.688595,芯海科技,2020-09-28
sh.688596,正帆科技,2020-08-20
sh.688597,煜邦电力,2021-06-17
sh.688598,金博股份,2020-05-18
sh.688599,天合光能,2020-06-10
sh.688600,皖仪科技,2020-07-03
sh.688601,力芯微,2021-06-28
sh.688606,奥泰生物,2021-03-25
sh.688607,康众医疗,2021-02-01
sh.688608,恒玄科技,2020-12-16
sh.688609,九联科技,2021-03-23
sh.688611,杭州柯林,2021-04-12
sh.688613,奥精医疗,2021-05-21
sh.688616,西力科技,2021-03-18
sh.688617,惠泰医疗,2021-01-07
sh.688618,三旺通信,2020-12-30
sh.688619,罗普特,2021-02-23
sh.688621,阳光诺和,2021-06-21
sh.688622,禾信仪器,2021-09-13
sh.688625,呈和科技,2021-06-07
sh.688626,翔宇医疗,2021-03-31
sh.688628,优利德,2021-02-01
sh.688630,芯碁微装,2021-04-01
sh.688633,星球石墨,2021-03-24
sh.688636,智明达,2021-04-08
sh.688639,华恒生物,2021-04-22
sh.688655,迅捷兴,2021-05-11
sh.688656,浩欧博,2021-01-13
sh.688658,悦康药业,2020-12-24
sh.688659,元琛科技,2021-03-31
sh.688660,电气风电,2021-05-19
sh.688661,和林微纳,2021-03-29
sh.688662,富信科技,2021-04-01
sh.688663,新风光,2021-04-13
sh.688665,四方光电,2021-02-09
sh.688667,菱电电控,2021-03-12
sh.688668,鼎通科技,2020-12-21
sh.688669,聚石化学,2021-01-25
sh.688670,金迪克,2021-08-02
sh.688676,金盘科技,2021-03-09
sh.688677,海泰新光,2021-02-26
sh.688678,福立旺,2020-12-23
sh.688679,通源环境,2020-12-25
sh.688680,海优新材,2021-01-22
sh.688681,科汇股份,2021-06-16
sh.688682,霍莱沃,2021-04-20
sh.688683,莱尔科技,2021-04-12
sh.688685,迈信林,2021-05-13
sh.688686,奥普特,2020-12-31
sh.688687,凯因科技,2021-02-08
sh.688689,银河微电,2021-01-27
sh.688690,纳微科技,2021-06-23
sh.688696,极米科技,2021-03-03
sh.688697,纽威数控,2021-09-17
sh.688698,伟创电气,2020-12-29
sh.688699,明微电子,2020-12-18
sh.688700,东威科技,2021-06-15
sh.688701,卓锦股份,2021-09-16
sh.688707,振华新材,2021-09-14
sh.688711,宏微科技,2021-09-01
sh.688718,唯赛勃,2021-07-28
sh.688722,同益中,2021-10-19
sh.688728,格科微,2021-08-18
sh.688733,壹石通,2021-08-17
sh.688737,中自科技,2021-10-22
sh.688739,成大生物,2021-10-28
sh.688766,普冉股份,2021-08-23
sh.688767,博拓生物,2021-09-08
sh.688768,容知日新,2021-07-26
sh.688772,珠海冠宇,2021-10-15
sh.688776,国光电气,2021-08-31
sh.688777,中控技术,2020-11-24
sh.688778,厦钨新能,2021-08-05
sh.688779,长远锂科,2021-08-11
sh.688786,悦安新材,2021-08-26
sh.688787,海天瑞声,2021-08-13
sh.688788,科思科技,2020-10-22
sh.688789,宏华数科,2021-07-08
sh.688793,倍轻松,2021-07-15
sh.688798,艾为电子,2021-08-16
sh.688799,华纳药厂,2021-07-13
sh.688800,瑞可达,2021-07-22
sh.688819,天能股份,2021-01-18
sh.688981,中芯国际,2020-07-16
sh.689009,九号公司,2020-10-29
sz.000001,平安银行,1991-04-03
sz.000002,万科A,1991-01-29
sz.000004,国华网安,1991-01-14
sz.000006,深振业A,1992-04-27
sz.000008,神州高铁,1992-05-07
sz.000009,中国宝安,1991-06-25
sz.000010,美丽生态,1995-10-27
sz.000011,深物业A,1992-03-30
sz.000012,南玻A,1992-02-28
sz.000014,沙河股份,1992-06-02
sz.000016,深康佳A,1992-03-27
sz.000017,深中华A,1992-03-31
sz.000019,深粮控股,1992-10-12
sz.000020,深华发A,1992-04-28
sz.000021,深科技,1994-02-02
sz.000023,深天地A,1993-04-29
sz.000025,特力A,1993-06-21
sz.000026,飞亚达,1993-06-03
sz.000027,深圳能源,1993-09-03
sz.000028,国药一致,1993-08-09
sz.000029,深深房A,1993-09-15
sz.000030,富奥股份,1993-09-29
sz.000031,大悦城,1993-10-08
sz.000032,深桑达A,1993-10-28
sz.000034,神州数码,1994-05-09
sz.000035,中国天楹,1994-04-08
sz.000036,华联控股,1994-06-17
sz.000037,深南电A,1994-07-01
sz.000038,深大通,1994-08-08
sz.000039,中集集团,1994-04-08
sz.000040,东旭蓝天,1994-08-08
sz.000042,中洲控股,1994-09-21
sz.000045,深纺织A,1994-08-15
sz.000046,泛海控股,1994-09-12
sz.000048,京基智农,1994-11-01
sz.000049,德赛电池,1995-03-20
sz.000050,深天马A,1995-03-15
sz.000055,方大集团,1996-04-15
sz.000056,皇庭国际,1996-07-08
sz.000058,深赛格,1996-12-26
sz.000059,华锦股份,1997-01-30
sz.000060,中金岭南,1997-01-23
sz.000061,农产品,1997-01-10
sz.000062,深圳华强,1997-01-30
sz.000063,中兴通讯,1997-11-18
sz.000065,北方国际,1998-06-05
sz.000066,中国长城,1997-06-26
sz.000068,华控赛格,1997-06-11
sz.000069,华侨城A,1997-09-10
sz.000070,特发信息,2000-05-11
sz.000078,海王生物,1998-12-18
sz.000088,盐田港,1997-07-28
sz.000089,深圳机场,1998-04-20
sz.000090,天健集团,1999-07-21
sz.000096,广聚能源,2000-07-24
sz.000099,中信海直,2000-07-31
sz.000100,TCL科技,2004-01-30
sz.000150,宜华健康,2000-08-07
sz.000151,中成股份,2000-09-06
sz.000153,丰原药业,2000-09-20
sz.000155,川能动力,2000-09-26
sz.000156,华数传媒,2000-09-06
sz.000157,中联重科,2000-10-12
sz.000158,常山北明,2000-07-24
sz.000159,国际实业,2000-09-26
sz.000166,申万宏源,2015-01-26
sz.000301,东方盛虹,2000-05-29
sz.000333,美的集团,2013-09-18
sz.000338,潍柴动力,2007-04-30
sz.000400,许继电气,1997-04-18
sz.000401,冀东水泥,1996-06-14
sz.000402,金融街,1996-06-26
sz.000403,派林生物,1996-06-28
sz.000404,长虹华意,1996-06-19
sz.000407,胜利股份,1996-07-03
sz.000408,藏格矿业,1996-06-28
sz.000409,云鼎科技,1996-06-27
sz.000411,英特集团,1996-07-16
sz.000413,东旭光电,1996-09-25
sz.000415,渤海租赁,1996-07-16
sz.000416,民生控股,1996-07-19
sz.000417,合肥百货,1996-08-12
sz.000419,通程控股,1996-08-16
sz.000420,吉林化纤,1996-08-02
sz.000421,南京公用,1996-08-06
sz.000422,湖北宜化,1996-08-15
sz.000423,东阿阿胶,1996-07-29
sz.000425,徐工机械,1996-08-28
sz.000426,兴业矿业,1996-08-28
sz.000428,华天酒店,1996-08-08
sz.000429,粤高速A,1998-02-20
sz.000430,张家界,1996-08-29
sz.000488,晨鸣纸业,2000-11-20
sz.000498,山东路桥,1997-06-09
sz.000501,鄂武商A,1992-11-20
sz.000503,国新健康,1992-11-30
sz.000504,南华生物,1992-12-08
sz.000505,京粮控股,1992-12-21
sz.000506,中润资源,1993-03-12
sz.000507,珠海港,1993-03-26
sz.000510,新金路,1993-05-07
sz.000513,丽珠集团,1993-10-28
sz.000514,渝开发,1993-07-12
sz.000517,荣安地产,1993-08-06
sz.000518,四环生物,1993-09-08
sz.000519,中兵红箭,1993-10-08
sz.000520,长航凤凰,1993-10-25
sz.000521,长虹美菱,1993-10-18
sz.000524,岭南控股,1993-11-18
sz.000526,学大教育,1993-11-01
sz.000528,柳工,1993-11-18
sz.000529,广弘控股,1993-11-18
sz.000530,冰山冷热,1993-12-08
sz.000531,穗恒运A,1994-01-06
sz.000532,华金资本,1994-01-03
sz.000533,顺钠股份,1994-01-03
sz.000534,万泽股份,1994-01-10
sz.000536,华映科技,1993-11-26
sz.000537,广宇发展,1993-12-10
sz.000538,云南白药,1993-12-15
sz.000539,粤电力A,1993-11-26
sz.000540,中天金融,1994-02-02
sz.000541,佛山照明,1993-11-23
sz.000543,皖能电力,1993-12-20
sz.000544,中原环保,1993-12-08
sz.000545,金浦钛业,1993-12-15
sz.000546,金圆股份,1993-12-15
sz.000547,航天发展,1993-11-30
sz.000548,湖南投资,1993-12-20
sz.000550,江铃汽车,1993-12-01
sz.000551,创元科技,1994-01-06
sz.000552,靖远煤电,1994-01-06
sz.000553,安道麦A,1993-12-03
sz.000554,泰山石油,1993-12-15
sz.000555,神州信息,1994-04-08
sz.000557,西部创业,1994-06-17
sz.000558,莱茵体育,1994-05-09
sz.000559,万向钱潮,1994-01-10
sz.000560,我爱我家,1994-02-02
sz.000561,烽火电子,1994-05-09
sz.000563,陕国投A,1994-01-10
sz.000565,渝三峡A,1994-04-08
sz.000566,海南海药,1994-05-25
sz.000567,海德股份,1994-05-25
sz.000568,泸州老窖,1994-05-09
sz.000570,苏常柴A,1994-07-01
sz.000572,海马汽车,1994-08-08
sz.000573,粤宏远A,1994-08-15
sz.000576,甘化科工,1994-09-07
sz.000581,威孚高科,1998-09-24
sz.000582,北部湾港,1995-11-02
sz.000584,哈工智能,1995-11-28
sz.000586,汇源通信,1995-12-20
sz.000589,贵州轮胎,1996-03-08
sz.000590,启迪药业,1996-01-19
sz.000591,太阳能,1996-02-08
sz.000592,平潭发展,1996-03-27
sz.000593,大通燃气,1996-03-12
sz.000595,宝塔实业,1996-04-19
sz.000596,古井贡酒,1996-09-27
sz.000597,东北制药,1996-05-23
sz.000598,兴蓉环境,1996-05-29
sz.000599,青岛双星,1996-04-30
sz.000600,建投能源,1996-06-06
sz.000601,韶能股份,1996-08-30
sz.000603,盛达资源,1996-08-23
sz.000605,渤海股份,1996-09-13
sz.000607,华媒控股,1996-08-30
sz.000608,阳光股份,1996-09-19
sz.000610,西安旅游,1996-09-26
sz.000612,焦作万方,1996-09-26
sz.000615,奥园美谷,1996-10-16
sz.000617,中油资本,1996-10-22
sz.000619,海螺型材,1996-10-23
sz.000620,新华联,1996-10-29
sz.000622,恒立实业,1996-11-07
sz.000623,吉林敖东,1996-10-28
sz.000625,长安汽车,1997-06-10
sz.000626,远大控股,1996-11-28
sz.000627,天茂集团,1996-11-12
sz.000628,高新发展,1996-11-18
sz.000629,攀钢钒钛,1996-11-15
sz.000630,铜陵有色,1996-11-20
sz.000631,顺发恒业,1996-11-22
sz.000632,三木集团,1996-11-21
sz.000633,合金投资,1996-11-12
sz.000635,英力特,1996-11-20
sz.000636,风华高科,1996-11-29
sz.000637,茂化实华,1996-11-14
sz.000639,西王食品,1996-11-26
sz.000650,仁和药业,1996-12-10
sz.000651,格力电器,1996-11-18
sz.000652,泰达股份,1996-11-28
sz.000655,金岭矿业,1996-11-28
sz.000656,金科股份,1996-11-28
sz.000657,中钨高新,1996-12-05
sz.000659,珠海中富,1996-12-03
sz.000661,长春高新,1996-12-18
sz.000663,永安林业,1996-12-06
sz.000665,湖北广电,1996-12-10
sz.000666,经纬纺机,1996-12-10
sz.000667,美好置业,1996-12-05
sz.000668,荣丰控股,1996-12-10
sz.000671,阳光城,1996-12-18
sz.000672,上峰水泥,1996-12-18
sz.000676,智度股份,1996-12-24
sz.000677,恒天海龙,1996-12-26
sz.000678,襄阳轴承,1997-01-06
sz.000679,大连友谊,1997-01-24
sz.000680,山推股份,1997-01-22
sz.000681,视觉中国,1997-01-21
sz.000682,东方电子,1997-01-21
sz.000683,远兴能源,1997-01-31
sz.000685,中山公用,1997-01-23
sz.000686,东北证券,1997-02-27
sz.000688,国城矿业,1997-01-20
sz.000690,宝新能源,1997-01-28
sz.000691,亚太实业,1997-02-28
sz.000692,惠天热电,1997-02-27
sz.000695,滨海能源,1997-02-18
sz.000697,炼石航空,1997-03-25
sz.000698,沈阳化工,1997-02-20
sz.000700,模塑科技,1997-02-28
sz.000701,厦门信达,1997-02-26
sz.000702,正虹科技,1997-03-18
sz.000703,恒逸石化,1997-03-28
sz.000705,浙江震元,1997-04-10
sz.000708,中信特钢,1997-03-26
sz.000709,河钢股份,1997-04-16
sz.000710,贝瑞基因,1997-04-22
sz.000711,京蓝科技,1997-04-11
sz.000712,锦龙股份,1997-04-15
sz.000713,丰乐种业,1997-04-22
sz.000715,中兴商业,1997-05-08
sz.000716,黑芝麻,1997-04-18
sz.000717,韶钢松山,1997-05-08
sz.000718,苏宁环球,1997-04-08
sz.000719,中原传媒,1997-03-31
sz.000720,新能泰山,1997-05-09
sz.000721,西安饮食,1997-04-30
sz.000722,湖南发展,1997-05-22
sz.000723,美锦能源,1997-05-15
sz.000725,京东方A,2001-01-12
sz.000726,鲁泰A,2000-12-25
sz.000727,冠捷科技,1997-05-20
sz.000728,国元证券,1997-06-16
sz.000729,燕京啤酒,1997-07-16
sz.000731,四川美丰,1997-06-17
sz.000732,泰禾集团,1997-07-04
sz.000733,振华科技,1997-07-03
sz.000735,罗牛山,1997-06-11
sz.000736,中交地产,1997-04-25
sz.000737,南风化工,1997-04-28
sz.000738,航发控制,1997-06-26
sz.000739,普洛药业,1997-05-09
sz.000750,国海证券,1997-07-09
sz.000751,锌业股份,1997-06-26
sz.000753,漳州发展,1997-06-26
sz.000755,山西路桥,1997-06-27
sz.000756,新华制药,1997-08-06
sz.000757,浩物股份,1997-06-27
sz.000758,中色股份,1997-04-16
sz.000759,中百集团,1997-05-19
sz.000761,本钢板材,1998-01-15
sz.000762,西藏矿业,1997-07-08
sz.000766,通化金马,1997-04-30
sz.000767,晋控电力,1997-06-09
sz.000768,中航西飞,1997-06-26
sz.000776,广发证券,1997-06-11
sz.000777,中核科技,1997-07-10
sz.000778,新兴铸管,1997-06-06
sz.000779,甘咨询,1997-05-28
sz.000782,美达股份,1997-06-19
sz.000783,长江证券,1997-07-31
sz.000785,居然之家,1997-07-11
sz.000786,北新建材,1997-06-06
sz.000788,北大医药,1997-06-16
sz.000789,万年青,1997-09-23
sz.000790,华神科技,1998-03-27
sz.000791,甘肃电投,1997-10-14
sz.000792,盐湖股份,1997-09-04
sz.000793,华闻集团,1997-07-29
sz.000795,英洛华,1997-08-08
sz.000796,凯撒旅业,1997-07-03
sz.000797,中国武夷,1997-07-15
sz.000798,中水渔业,1998-02-12
sz.000799,酒鬼酒,1997-07-18
sz.000800,一汽解放,1997-06-18
sz.000801,四川九洲,1998-05-06
sz.000803,北清环能,1998-03-03
sz.000807,云铝股份,1998-04-08
sz.000809,铁岭新城,1998-06-16
sz.000810,创维数字,1998-06-02
sz.000811,冰轮环境,1998-05-28
sz.000812,陕西金叶,1998-06-23
sz.000813,德展健康,1998-05-19
sz.000815,美利云,1998-06-09
sz.000816,智慧农业,1997-08-18
sz.000818,航锦科技,1997-10-17
sz.000819,岳阳兴长,1997-06-25
sz.000821,京山轻机,1998-06-26
sz.000822,山东海化,1998-07-03
