code,code_name,ipoDate
sh.601007,金陵饭店,2007-04-06
sh.601008,连云港,2007-04-26
sh.601009,南京银行,2007-07-19
sh.601010,文峰股份,2011-06-03
sh.601011,宝泰隆,2011-03-09
sh.601012,隆基股份,2012-04-11
sh.601015,陕西黑猫,2014-11-05
sh.601016,节能风电,2014-09-29
sh.601018,宁波港,2010-09-28
sh.601019,山东出版,2017-11-22
sh.601021,春秋航空,2015-01-21
sh.601028,玉龙股份,2011-11-07
sh.601038,一拖股份,2012-08-08
sh.601058,赛轮轮胎,2011-06-30
sh.601066,中信建投,2018-06-20
sh.601068,中铝国际,2018-08-31
sh.601069,西部黄金,2015-01-22
sh.601077,渝农商行,2019-10-29
sh.601086,国芳集团,2017-09-29
sh.601088,中国神华,2007-10-09
sh.601098,中南传媒,2010-10-28
sh.601099,太平洋,2007-12-28
sh.601100,恒立液压,2011-10-28
sh.601101,昊华能源,2010-03-31
sh.601106,中国一重,2010-02-09
sh.601107,四川成渝,2009-07-27
sh.601108,财通证券,2017-10-24
sh.601111,中国国航,2006-08-18
sh.601116,三江购物,2011-03-02
sh.601117,中国化学,2010-01-07
sh.601118,海南橡胶,2011-01-07
sh.601126,四方股份,2010-12-31
sh.601127,小康股份,2016-06-15
sh.601128,常熟银行,2016-09-30
sh.601137,博威合金,2011-01-27
sh.601138,工业富联,2018-06-08
sh.601139,深圳燃气,2009-12-25
sh.601155,新城控股,2015-12-04
sh.601156,东航物流,2021-06-09
sh.601158,重庆水务,2010-03-29
sh.601162,天风证券,2018-10-19
sh.601163,三角轮胎,2016-09-09
sh.601166,兴业银行,2007-02-05
sh.601168,西部矿业,2007-07-12
sh.601169,北京银行,2007-09-19
sh.601177,杭齿前进,2010-10-11
sh.601179,中国西电,2010-01-28
sh.601186,中国铁建,2008-03-10
sh.601187,厦门银行,2020-10-27
sh.601188,龙江交通,2010-03-19
sh.601198,东兴证券,2015-02-26
sh.601199,江南水务,2011-03-17
sh.601200,上海环境,2017-03-31
sh.601208,东材科技,2011-05-20
sh.601211,国泰君安,2015-06-26
sh.601212,白银有色,2017-02-15
sh.601216,君正集团,2011-02-22
sh.601218,吉鑫科技,2011-05-06
sh.601222,林洋能源,2011-08-08
sh.601225,陕西煤业,2014-01-28
sh.601226,华电重工,2014-12-11
sh.601228,广州港,2017-03-29
sh.601229,上海银行,2016-11-16
sh.601231,环旭电子,2012-02-20
sh.601233,桐昆股份,2011-05-18
sh.601236,红塔证券,2019-07-05
sh.601238,广汽集团,2012-03-29
sh.601258,庞大集团,2011-04-28
sh.601279,英利汽车,2021-04-15
sh.601288,农业银行,2010-07-15
sh.601298,青岛港,2019-01-21
sh.601311,骆驼股份,2011-06-02
sh.601318,中国平安,2007-03-01
sh.601319,中国人保,2018-11-16
sh.601326,秦港股份,2017-08-16
sh.601328,交通银行,2007-05-15
sh.601330,绿色动力,2018-06-11
sh.601333,广深铁路,2006-12-22
sh.601336,新华保险,2011-12-16
sh.601339,百隆东方,2012-06-12
sh.601360,三六零,2012-01-16
sh.601366,利群股份,2017-04-12
sh.601368,绿城水务,2015-06-12
sh.601369,陕鼓动力,2010-04-28
sh.601375,中原证券,2017-01-03
sh.601377,兴业证券,2010-10-13
sh.601388,怡球资源,2012-04-23
sh.601390,中国中铁,2007-12-03
sh.601398,工商银行,2006-10-27
sh.601399,国机重装,2020-06-08
sh.601456,国联证券,2020-07-31
sh.601500,通用股份,2016-09-19
sh.601512,中新集团,2019-12-20
sh.601515,东风股份,2012-02-16
sh.601518,吉林高速,2010-03-19
sh.601519,大智慧,2011-01-28
sh.601528,瑞丰银行,2021-06-25
sh.601555,东吴证券,2011-12-12
sh.601566,九牧王,2011-05-30
sh.601567,三星医疗,2011-06-15
sh.601568,北元集团,2020-10-20
sh.601577,长沙银行,2018-09-26
sh.601579,会稽山,2014-08-25
sh.601588,北辰实业,2006-10-16
sh.601595,上海电影,2016-08-17
sh.601598,中国外运,2019-01-18
sh.601599,浙文影业,2011-05-27
sh.601600,中国铝业,2007-04-30
sh.601601,中国太保,2007-12-25
sh.601606,长城军工,2018-08-06
sh.601607,上海医药,1994-03-24
sh.601608,中信重工,2012-07-06
sh.601609,金田铜业,2020-04-22
sh.601611,中国核建,2016-06-06
sh.601615,明阳智能,2019-01-23
sh.601616,广电电气,2011-02-01
sh.601618,中国中冶,2009-09-21
sh.601619,嘉泽新能,2017-07-20
sh.601628,中国人寿,2007-01-09
sh.601633,长城汽车,2011-09-28
sh.601636,旗滨集团,2011-08-12
sh.601658,邮储银行,2019-12-10
sh.601665,齐鲁银行,2021-06-18
sh.601666,平煤股份,2006-11-23
sh.601668,中国建筑,2009-07-29
sh.601669,中国电建,2011-10-18
sh.601677,明泰铝业,2011-09-19
sh.601678,滨化股份,2010-02-23
sh.601686,友发集团,2020-12-04
sh.601688,华泰证券,2010-02-26
sh.601689,拓普集团,2015-03-19
sh.601696,中银证券,2020-02-26
sh.601698,中国卫通,2019-06-28
sh.601699,潞安环能,2006-09-22
sh.601700,风范股份,2011-01-18
sh.601702,华峰铝业,2020-09-07
sh.601717,郑煤机,2010-08-03
sh.601718,际华集团,2010-08-16
sh.601727,上海电气,2008-12-05
sh.601728,中国电信,2021-08-20
sh.601766,中国中车,2008-08-18
sh.601777,力帆科技,2010-11-25
sh.601778,晶科科技,2020-05-19
sh.601788,光大证券,2009-08-18
sh.601789,宁波建工,2011-08-16
sh.601798,蓝科高新,2011-06-22
sh.601799,星宇股份,2011-02-01
sh.601800,中国交建,2012-03-09
sh.601801,皖新传媒,2010-01-18
sh.601808,中海油服,2007-09-28
sh.601811,新华文轩,2016-08-08
sh.601816,京沪高铁,2020-01-16
sh.601818,光大银行,2010-08-18
sh.601825,沪农商行,2021-08-19
sh.601827,三峰环境,2020-06-05
sh.601828,美凯龙,2018-01-17
sh.601838,成都银行,2018-01-31
sh.601857,中国石油,2007-11-05
sh.601858,中国科传,2017-01-18
sh.601860,紫金银行,2019-01-03
sh.601865,福莱特,2019-02-15
sh.601866,中远海发,2007-12-12
sh.601868,中国能建,2021-09-28
sh.601869,长飞光纤,2018-07-20
sh.601872,招商轮船,2006-12-01
sh.601877,正泰电器,2010-01-21
sh.601878,浙商证券,2017-06-26
sh.601880,辽港股份,2010-12-06
sh.601881,中国银河,2017-01-23
sh.601882,海天精工,2016-11-07
sh.601886,江河集团,2011-08-18
sh.601888,中国中免,2009-10-15
sh.601890,亚星锚链,2010-12-28
sh.601898,中煤能源,2008-02-01
sh.601899,紫金矿业,2008-04-25
sh.601900,南方传媒,2016-02-15
sh.601901,方正证券,2011-08-10
sh.601908,京运通,2011-09-08
sh.601916,浙商银行,2019-11-26
sh.601918,新集能源,2007-12-19
sh.601919,中远海控,2007-06-26
sh.601921,浙版传媒,2021-07-23
sh.601928,凤凰传媒,2011-11-30
sh.601929,吉视传媒,2012-02-23
sh.601933,永辉超市,2010-12-15
sh.601939,建设银行,2007-09-25
sh.601949,中国出版,2017-08-21
sh.601952,苏垦农发,2017-05-15
sh.601956,东贝集团,2020-12-25
sh.601958,金钼股份,2008-04-17
sh.601963,重庆银行,2021-02-05
sh.601965,中国汽研,2012-06-11
sh.601966,玲珑轮胎,2016-07-06
sh.601968,宝钢包装,2015-06-11
sh.601969,海南矿业,2014-12-09
sh.601975,招商南油,2019-01-08
sh.601985,中国核电,2015-06-10
sh.601988,中国银行,2006-07-05
sh.601989,中国重工,2009-12-16
sh.601990,南京证券,2018-06-13
sh.601991,大唐发电,2006-12-20
sh.601992,金隅集团,2011-03-01
sh.601995,中金公司,2020-11-02
sh.601996,丰林集团,2011-09-29
sh.601997,贵阳银行,2016-08-16
sh.601998,中信银行,2007-04-27
sh.601999,出版传媒,2007-12-21
sh.603000,人民网,2012-04-27
sh.603001,奥康国际,2012-04-26
sh.603002,宏昌电子,2012-05-18
sh.603003,龙宇燃油,2012-08-17
sh.603005,晶方科技,2014-02-10
sh.603006,联明股份,2014-06-30
sh.603008,喜临门,2012-07-17
sh.603009,北特科技,2014-07-18
sh.603010,万盛股份,2014-10-10
sh.603011,合锻智能,2014-11-07
sh.603012,创力集团,2015-03-20
sh.603013,亚普股份,2018-05-09
sh.603015,弘讯科技,2015-03-03
sh.603016,新宏泰,2016-07-01
sh.603017,中衡设计,2014-12-31
sh.603018,华设集团,2014-10-13
sh.603019,中科曙光,2014-11-06
sh.603020,爱普股份,2015-03-25
sh.603021,山东华鹏,2015-04-23
sh.603022,新通联,2015-05-18
sh.603023,威帝股份,2015-05-27
sh.603025,大豪科技,2015-04-22
sh.603026,石大胜华,2015-05-29
sh.603027,千禾味业,2016-03-07
sh.603028,赛福天,2016-03-31
sh.603029,天鹅股份,2016-04-27
sh.603030,全筑股份,2015-03-20
sh.603031,安德利,2016-08-22
sh.603033,三维股份,2016-12-07
sh.603035,常熟汽饰,2017-01-05
sh.603036,如通股份,2016-12-09
sh.603037,凯众股份,2017-01-20
sh.603038,华立股份,2017-01-16
sh.603039,泛微网络,2017-01-13
sh.603040,新坐标,2017-02-09
sh.603041,美思德,2017-03-30
sh.603042,华脉科技,2017-06-02
sh.603043,广州酒家,2017-06-27
sh.603045,福达合金,2018-05-17
sh.603050,科林电气,2017-04-14
sh.603053,成都燃气,2019-12-17
sh.603055,台华新材,2017-09-21
sh.603056,德邦股份,2018-01-16
sh.603058,永吉股份,2016-12-23
sh.603059,倍加洁,2018-03-02
sh.603060,国检集团,2016-11-09
sh.603063,禾望电气,2017-07-28
sh.603066,音飞储存,2015-06-11
sh.603067,振华股份,2016-09-13
sh.603068,博通集成,2019-04-15
sh.603069,海汽集团,2016-07-12
sh.603076,乐惠国际,2017-11-13
sh.603077,和邦生物,2012-07-31
sh.603078,江化微,2017-04-10
sh.603079,圣达生物,2017-08-23
sh.603080,新疆火炬,2018-01-03
sh.603081,大丰实业,2017-04-20
sh.603083,剑桥科技,2017-11-10
sh.603085,天成自控,2015-06-30
sh.603086,先达股份,2017-05-11
sh.603087,甘李药业,2020-06-29
sh.603088,宁波精达,2014-11-11
sh.603089,正裕工业,2017-01-26
sh.603090,宏盛股份,2016-08-31
sh.603093,南华期货,2019-08-30
sh.603095,越剑智能,2020-04-15
sh.603096,新经典,2017-04-25
sh.603098,森特股份,2016-12-16
sh.603099,长白山,2014-08-22
sh.603100,川仪股份,2014-08-05
sh.603101,汇嘉时代,2016-05-06
sh.603103,横店影视,2017-10-12
sh.603105,芯能科技,2018-07-09
sh.603106,恒银科技,2017-09-20
sh.603108,润达医疗,2015-05-27
sh.603109,神驰机电,2019-12-31
sh.603110,东方材料,2017-10-13
sh.603111,康尼机电,2014-08-01
sh.603112,华翔股份,2020-09-17
sh.603113,金能科技,2017-05-11
sh.603115,海星股份,2019-08-09
sh.603116,红蜻蜓,2015-06-29
sh.603117,万林物流,2015-06-29
sh.603118,共进股份,2015-02-25
sh.603121,华培动力,2019-01-11
sh.603123,翠微股份,2012-05-03
sh.603126,中材节能,2014-07-31
sh.603127,昭衍新药,2017-08-25
sh.603128,华贸物流,2012-05-29
sh.603129,春风动力,2017-08-18
sh.603131,上海沪工,2016-06-07
sh.603133,碳元科技,2017-03-20
sh.603136,天目湖,2017-09-27
sh.603138,海量数据,2017-03-06
sh.603139,康惠制药,2017-04-21
sh.603155,新亚强,2020-09-01
sh.603156,养元饮品,2018-02-12
sh.603158,腾龙股份,2015-03-20
sh.603159,上海亚虹,2016-08-12
sh.603160,汇顶科技,2016-10-17
sh.603161,科华控股,2018-01-05
sh.603165,荣晟环保,2017-01-17
sh.603166,福达股份,2014-11-27
sh.603167,渤海轮渡,2012-09-06
sh.603168,莎普爱思,2014-07-02
sh.603169,兰石重装,2014-10-09
sh.603171,税友股份,2021-06-30
sh.603177,德创环保,2017-02-07
sh.603178,圣龙股份,2017-03-28
sh.603179,新泉股份,2017-03-17
sh.603180,金牌厨柜,2017-05-12
sh.603181,皇马科技,2017-08-24
sh.603183,建研院,2017-09-05
sh.603185,上机数控,2018-12-28
sh.603186,华正新材,2017-01-03
sh.603187,海容冷链,2018-11-29
sh.603188,亚邦股份,2014-09-09
sh.603189,网达软件,2016-09-14
sh.603192,汇得科技,2018-08-28
sh.603195,公牛集团,2020-02-06
sh.603196,日播时尚,2017-05-31
sh.603197,保隆科技,2017-05-19
sh.603198,迎驾贡酒,2015-05-28
sh.603199,九华旅游,2015-03-26
sh.603200,上海洗霸,2017-06-01
sh.603203,快克股份,2016-11-08
sh.603208,江山欧派,2017-02-10
sh.603212,赛伍技术,2020-04-30
sh.603214,爱婴室,2018-03-30
sh.603217,元利科技,2019-06-20
sh.603218,日月股份,2016-12-28
sh.603220,中贝通信,2018-11-15
sh.603221,爱丽家居,2020-03-23
sh.603222,济民医疗,2015-02-17
sh.603223,恒通股份,2015-06-30
sh.603225,新凤鸣,2017-04-18
sh.603226,菲林格尔,2017-06-15
sh.603227,雪峰科技,2015-05-15
sh.603228,景旺电子,2017-01-06
sh.603229,奥翔药业,2017-05-09
sh.603232,格尔软件,2017-04-21
sh.603233,大参林,2017-07-31
sh.603236,移远通信,2019-07-16
sh.603238,诺邦股份,2017-02-22
sh.603239,浙江仙通,2016-12-30
sh.603256,宏和科技,2019-07-19
sh.603258,电魂网络,2016-10-26
sh.603259,药明康德,2018-05-08
sh.603260,合盛硅业,2017-10-30
sh.603266,天龙股份,2017-01-10
sh.603267,鸿远电子,2019-05-15
sh.603268,松发股份,2015-03-19
sh.603269,海鸥股份,2017-05-17
sh.603277,银都股份,2017-09-11
sh.603278,大业股份,2017-11-13
sh.603279,景津装备,2019-07-29
sh.603283,赛腾股份,2017-12-25
sh.603286,日盈电子,2017-06-27
sh.603288,海天味业,2014-02-11
sh.603289,泰瑞机器,2017-10-31
sh.603290,斯达半导,2020-02-04
sh.603297,永新光学,2018-09-10
sh.603298,杭叉集团,2016-12-27
sh.603299,苏盐井神,2015-12-31
sh.603300,华铁应急,2015-05-29
sh.603301,振德医疗,2018-04-12
sh.603303,得邦照明,2017-03-30
sh.603305,旭升股份,2017-07-10
sh.603306,华懋科技,2014-09-26
sh.603308,应流股份,2014-01-22
sh.603309,维力医疗,2015-03-02
sh.603311,金海高科,2015-05-18
sh.603313,梦百合,2016-10-13
sh.603315,福鞍股份,2015-04-24
sh.603316,诚邦股份,2017-06-19
sh.603317,天味食品,2019-04-16
sh.603318,水发燃气,2015-04-24
sh.603319,湘油泵,2016-11-30
sh.603320,迪贝电气,2017-05-02
sh.603321,梅轮电梯,2017-09-15
sh.603322,超讯通信,2016-07-28
sh.603323,苏农银行,2016-11-29
sh.603324,盛剑环境,2021-04-07
sh.603326,我乐家居,2017-06-16
sh.603327,福蓉科技,2019-05-23
sh.603328,依顿电子,2014-07-01
sh.603329,上海雅仕,2017-12-29
sh.603330,上海天洋,2017-02-13
sh.603331,百达精工,2017-07-05
sh.603332,苏州龙杰,2019-01-17
sh.603333,尚纬股份,2012-05-07
sh.603335,迪生力,2017-06-20
sh.603336,宏辉果蔬,2016-11-24
sh.603337,杰克股份,2017-01-19
sh.603338,浙江鼎力,2015-03-25
sh.603339,四方科技,2016-05-19
sh.603345,安井食品,2017-02-22
sh.603348,文灿股份,2018-04-26
sh.603351,威尔药业,2019-01-30
sh.603353,和顺石油,2020-04-07
sh.603355,莱克电气,2015-05-13
sh.603356,华菱精工,2018-01-24
sh.603357,设计总院,2017-08-01
sh.603358,华达科技,2017-01-25
sh.603359,东珠生态,2017-09-01
sh.603360,百傲化学,2017-02-06
sh.603363,傲农生物,2017-09-26
sh.603365,水星家纺,2017-11-20
sh.603366,日出东方,2012-05-21
sh.603367,辰欣药业,2017-09-29
sh.603368,柳药股份,2014-12-04
sh.603369,今世缘,2014-07-03
sh.603377,东方时尚,2016-02-05
sh.603378,亚士创能,2017-09-28
sh.603379,三美股份,2019-04-02
sh.603380,易德龙,2017-06-22
sh.603383,顶点软件,2017-05-22
sh.603385,惠达卫浴,2017-04-05
sh.603386,广东骏亚,2017-09-12
sh.603387,基蛋生物,2017-07-17
sh.603388,元成股份,2017-03-24
sh.603389,亚振家居,2016-12-15
sh.603390,通达电气,2019-11-25
sh.603392,万泰生物,2020-04-29
sh.603393,新天然气,2016-09-12
sh.603396,金辰股份,2017-10-18
sh.603398,沐邦高科,2015-12-09
sh.603399,吉翔股份,2012-08-24
sh.603408,建霖家居,2020-07-30
sh.603416,信捷电气,2016-12-21
sh.603421,鼎信通讯,2016-10-11
sh.603429,集友股份,2017-01-24
sh.603439,贵州三力,2020-04-28
sh.603444,吉比特,2017-01-04
sh.603456,九洲药业,2014-10-10
sh.603458,勘设股份,2017-08-09
sh.603466,风语筑,2017-10-20
sh.603477,巨星农牧,2017-12-18
sh.603486,科沃斯,2018-05-28
sh.603488,展鹏科技,2017-05-16
sh.603489,八方股份,2019-11-11
sh.603496,恒为科技,2017-06-07
sh.603499,翔港科技,2017-10-16
sh.603500,祥和实业,2017-09-04
sh.603501,韦尔股份,2017-05-04
sh.603505,金石资源,2017-05-03
sh.603506,南都物业,2018-02-01
sh.603507,振江股份,2017-11-06
sh.603508,思维列控,2015-12-24
sh.603511,爱慕股份,2021-05-31
sh.603515,欧普照明,2016-08-19
sh.603516,淳中科技,2018-02-02
sh.603517,绝味食品,2017-03-17
sh.603518,锦泓集团,2014-12-03
sh.603519,立霸股份,2015-03-19
sh.603520,司太立,2016-03-09
sh.603527,众源新材,2017-09-07
sh.603528,多伦科技,2016-05-03
sh.603529,爱玛科技,2021-06-15
sh.603530,神马电力,2019-08-05
sh.603533,掌阅科技,2017-09-21
sh.603535,嘉诚国际,2017-08-08
sh.603536,惠发食品,2017-06-13
sh.603538,美诺华,2017-04-07
sh.603551,奥普家居,2020-01-15
sh.603556,海兴电力,2016-11-10
sh.603558,健盛集团,2015-01-27
sh.603559,中通国脉,2016-12-02
sh.603565,中谷物流,2020-09-25
sh.603566,普莱柯,2015-05-18
sh.603567,珍宝岛,2015-04-24
sh.603568,伟明环保,2015-05-28
sh.603569,长久物流,2016-08-10
sh.603577,汇金通,2016-12-22
sh.603578,三星新材,2017-03-06
sh.603579,荣泰健康,2017-01-11
sh.603580,艾艾精工,2017-05-25
sh.603583,捷昌驱动,2018-09-21
sh.603585,苏利股份,2016-12-14
sh.603586,金麒麟,2017-04-06
sh.603587,地素时尚,2018-06-22
sh.603588,高能环境,2014-12-29
sh.603589,口子窖,2015-06-29
sh.603590,康辰药业,2018-08-27
sh.603595,东尼电子,2017-07-12
sh.603596,伯特利,2018-04-27
sh.603598,引力传媒,2015-05-27
sh.603599,广信股份,2015-05-13
sh.603600,永艺股份,2015-01-23
sh.603601,再升科技,2015-01-22
sh.603602,纵横通信,2017-08-10
sh.603603,博天环境,2017-02-17
sh.603605,珀莱雅,2017-11-15
sh.603606,东方电缆,2014-10-15
sh.603607,京华激光,2017-10-25
sh.603608,天创时尚,2016-02-18
sh.603609,禾丰股份,2014-08-08
sh.603610,麒盛科技,2019-10-29
sh.603611,诺力股份,2015-01-28
sh.603612,索通发展,2017-07-18
sh.603613,国联股份,2019-07-30
sh.603615,茶花股份,2017-02-13
sh.603616,韩建河山,2015-06-11
sh.603617,君禾股份,2017-07-03
sh.603618,杭电股份,2015-02-17
sh.603619,中曼石油,2017-11-17
sh.603626,科森科技,2017-02-09
sh.603628,清源股份,2017-01-12
sh.603629,利通电子,2018-12-24
sh.603630,拉芳家化,2017-03-13
sh.603633,徕木股份,2016-11-17
sh.603636,南威软件,2014-12-30
sh.603637,镇海股份,2017-02-08
sh.603638,艾迪精密,2017-01-20
sh.603639,海利尔,2017-01-12
sh.603648,畅联股份,2017-09-13
sh.603650,彤程新材,2018-06-27
sh.603655,朗博科技,2017-12-29
sh.603656,泰禾智能,2017-03-21
sh.603657,春光科技,2018-07-30
sh.603658,安图生物,2016-09-01
sh.603659,璞泰来,2017-11-03
sh.603660,苏州科达,2016-12-01
sh.603661,恒林股份,2017-11-21
sh.603662,柯力传感,2019-08-06
sh.603663,三祥新材,2016-08-01
sh.603665,康隆达,2017-03-13
sh.603666,亿嘉和,2018-06-12
sh.603667,五洲新春,2016-10-25
sh.603668,天马科技,2017-01-17
sh.603669,灵康药业,2015-05-28
sh.603676,卫信康,2017-07-21
sh.603677,奇精机械,2017-02-06
sh.603678,火炬电子,2015-01-26
sh.603679,华体科技,2017-06-21
sh.603680,今创集团,2018-02-27
sh.603681,永冠新材,2019-03-26
sh.603682,锦和商业,2020-04-21
sh.603683,晶华新材,2017-10-20
sh.603685,晨丰科技,2017-11-27
sh.603686,福龙马,2015-01-26
sh.603687,大胜达,2019-07-26
sh.603688,石英股份,2014-10-31
sh.603689,皖天然气,2017-01-10
sh.603690,至纯科技,2017-01-13
sh.603693,江苏新能,2018-07-03
sh.603696,安记食品,2015-12-09
sh.603697,有友食品,2019-05-08
sh.603698,航天工程,2015-01-28
sh.603699,纽威股份,2014-01-17
sh.603700,宁水集团,2019-01-22
sh.603701,德宏股份,2016-04-12
sh.603703,盛洋科技,2015-04-23
sh.603706,东方环宇,2018-07-09
sh.603707,健友股份,2017-07-19
sh.603708,家家悦,2016-12-13
sh.603709,中源家居,2018-02-08
sh.603711,香飘飘,2017-11-30
sh.603712,七一二,2018-02-26
sh.603713,密尔克卫,2018-07-13
sh.603716,塞力医疗,2016-10-31
sh.603717,天域生态,2017-03-27
sh.603718,海利生物,2015-05-15
sh.603719,良品铺子,2020-02-24
sh.603721,中广天择,2017-08-11
sh.603722,阿科力,2017-10-25
sh.603725,天安新材,2017-09-06
sh.603726,朗迪集团,2016-04-21
sh.603727,博迈科,2016-11-22
sh.603728,鸣志电器,2017-05-09
sh.603730,岱美股份,2017-07-28
sh.603733,仙鹤股份,2018-04-20
sh.603737,三棵树,2016-06-03
sh.603738,泰晶科技,2016-09-28
sh.603739,蔚蓝生物,2019-01-16
sh.603755,日辰股份,2019-08-28
sh.603757,大元泵业,2017-07-11
sh.603758,秦安股份,2017-05-17
sh.603759,海天股份,2021-03-26
sh.603766,隆鑫通用,2012-08-10
sh.603767,中马传动,2017-06-13
sh.603768,常青股份,2017-03-24
sh.603773,沃格光电,2018-04-17
sh.603776,永安行,2017-08-17
sh.603777,来伊份,2016-10-12
sh.603778,乾景园林,2015-12-31
sh.603779,威龙股份,2016-05-16
sh.603786,科博达,2019-10-15
sh.603787,新日股份,2017-04-27
sh.603788,宁波高发,2015-01-20
sh.603789,星光农机,2015-04-27
sh.603790,雅运股份,2018-09-12
sh.603797,联泰环保,2017-04-13
sh.603798,康普顿,2016-04-06
sh.603799,华友钴业,2015-01-29
sh.603800,道森股份,2015-12-10
sh.603801,志邦家居,2017-06-30
sh.603803,瑞斯康达,2017-04-20
sh.603806,福斯特,2014-09-05
sh.603808,歌力思,2015-04-22
sh.603809,豪能股份,2017-11-28
sh.603810,丰山集团,2018-09-17
sh.603811,诚意药业,2017-03-15
sh.603813,原尚股份,2017-09-18
sh.603815,交建股份,2019-10-21
sh.603816,顾家家居,2016-10-14
sh.603817,海峡环保,2017-02-20
sh.603818,曲美家居,2015-04-22
sh.603819,神力股份,2016-11-25
sh.603822,嘉澳环保,2016-04-28
sh.603823,百合花,2016-12-20
sh.603825,华扬联众,2017-08-02
sh.603826,坤彩科技,2017-04-14
sh.603828,柯利达,2015-02-26
sh.603829,洛凯股份,2017-10-17
sh.603833,欧派家居,2017-03-28
sh.603836,海程邦达,2021-05-26
sh.603838,四通股份,2015-07-01
sh.603839,安正时尚,2017-02-14
sh.603843,正平股份,2016-09-05
sh.603848,好太太,2017-12-01
sh.603855,华荣股份,2017-05-24
sh.603856,东宏股份,2017-11-06
sh.603858,步长制药,2016-11-18
sh.603859,能科科技,2016-10-21
sh.603860,中公高科,2017-08-02
sh.603861,白云电器,2016-03-22
sh.603866,桃李面包,2015-12-22
sh.603867,新化股份,2019-06-27
sh.603868,飞科电器,2016-04-18
sh.603869,新智认知,2015-03-26
sh.603871,嘉友国际,2018-02-06
sh.603876,鼎胜新材,2018-04-18
sh.603877,太平鸟,2017-01-09
sh.603878,武进不锈,2016-12-19
sh.603879,永悦科技,2017-06-14
sh.603880,南卫股份,2017-08-07
sh.603881,数据港,2017-02-08
sh.603882,金域医学,2017-09-08
sh.603883,老百姓,2015-04-23
sh.603885,吉祥航空,2015-05-27
sh.603886,元祖股份,2016-12-28
sh.603887,城地香江,2016-10-10
sh.603888,新华网,2016-10-28
sh.603889,新澳股份,2014-12-31
sh.603890,春秋电子,2017-12-12
sh.603893,瑞芯微,2020-02-07
sh.603895,天永智能,2018-01-22
sh.603896,寿仙谷,2017-05-10
sh.603897,长城科技,2018-04-10
sh.603898,好莱客,2015-02-17
sh.603899,晨光文具,2015-01-27
sh.603900,莱绅通灵,2016-11-23
sh.603901,永创智能,2015-05-29
sh.603903,中持股份,2017-03-14
sh.603906,龙蟠科技,2017-04-10
sh.603908,牧高笛,2017-03-07
sh.603909,合诚股份,2016-06-28
sh.603912,佳力图,2017-11-01
sh.603915,国茂股份,2019-06-14
sh.603916,苏博特,2017-11-10
sh.603917,合力科技,2017-12-04
sh.603918,金桥信息,2015-05-28
sh.603919,金徽酒,2016-03-10
sh.603920,世运电路,2017-04-26
sh.603922,金鸿顺,2017-10-23
sh.603926,铁流股份,2017-05-10
sh.603927,中科软,2019-09-09
sh.603928,兴业股份,2016-12-12
sh.603929,亚翔集成,2016-12-30
sh.603931,格林达,2020-08-19
sh.603933,睿能科技,2017-07-06
sh.603936,博敏电子,2015-12-09
sh.603937,丽岛新材,2017-11-02
sh.603938,三孚股份,2017-06-28
sh.603939,益丰药房,2015-02-17
sh.603948,建业股份,2020-03-02
sh.603949,雪龙集团,2020-03-10
sh.603950,长源东谷,2020-05-26
sh.603955,大千生态,2017-03-10
sh.603956,威派格,2019-02-22
sh.603958,哈森股份,2016-06-29
sh.603959,百利科技,2016-05-17
sh.603960,克来机电,2017-03-14
sh.603963,大理药业,2017-09-22
sh.603966,法兰泰克,2017-01-25
sh.603967,中创物流,2019-04-29
sh.603968,醋化股份,2015-05-18
sh.603969,银龙股份,2015-02-27
sh.603970,中农立华,2017-11-16
sh.603976,正川股份,2017-08-22
sh.603977,国泰集团,2016-11-11
sh.603978,深圳新星,2017-08-07
sh.603979,金诚信,2015-06-30
sh.603980,吉华集团,2017-06-15
sh.603982,泉峰汽车,2019-05-22
sh.603983,丸美股份,2019-07-25
sh.603985,恒润股份,2017-05-05
sh.603986,兆易创新,2016-08-18
sh.603987,康德莱,2016-11-21
sh.603988,中电电机,2014-11-04
sh.603989,艾华集团,2015-05-15
sh.603990,麦迪科技,2016-12-08
sh.603991,至正股份,2017-03-08
sh.603992,松霖科技,2019-08-26
sh.603993,洛阳钼业,2012-10-09
sh.603995,甬金股份,2019-12-24
sh.603997,继峰股份,2015-03-02
sh.603998,方盛制药,2014-12-05
sh.603999,读者传媒,2015-12-10
sh.605001,威奥股份,2020-05-22
sh.605003,众望布艺,2020-09-08
sh.605005,合兴股份,2021-01-19
sh.605006,山东玻纤,2020-09-03
sh.605007,五洲特纸,2020-11-10
sh.605008,长鸿高科,2020-08-21
sh.605009,豪悦护理,2020-09-11
sh.605011,杭州热电,2021-06-30
sh.605016,百龙创园,2021-04-21
sh.605018,长华股份,2020-09-29
sh.605020,永和股份,2021-07-09
sh.605028,世茂能源,2021-07-12
sh.605033,美邦股份,2021-09-16
sh.605050,福然德,2020-09-24
sh.605055,迎丰股份,2021-01-29
sh.605056,咸亨国际,2021-07-20
sh.605058,澳弘电子,2020-10-21
sh.605060,联德股份,2021-03-01
sh.605066,天正电气,2020-08-07
sh.605068,明新旭腾,2020-11-23
sh.605069,正和生态,2021-08-16
sh.605077,华康股份,2021-02-09
sh.605080,浙江自然,2021-05-06
sh.605081,太和水,2021-02-09
sh.605086,龙高股份,2021-04-16
